title,pmid,doi,abstract,year,authors
Gene loss-of-function and live imaging in chick embryos,22218896,10.1007/978-1-61779-510-7_9,"Planar cell polarity (PCP) is the coordinate organization of cells within the plane of a tissue. PCP is essential for tissue function, such as for proper hearing in the vertebrate ear or for accurate vision in the Drosophila eye. Using the chick embryo, we have recently shown that during early muscle formation, the first formed muscle fibres utilize the PCP pathway to orient parallel to a WNT11 source present in the medial border of somites. Our results further establish that WNT11 acts as a directional cue to regulate this process. To perform this study, two major techniques have been utilized, the gene loss-of-function using a vector-based shRNAmir expression and confocal videomicroscopy of fluorescent gene reporters targeted in specific cell subpopulations by in vivo electroporation. Here we describe the two techniques.",2012,"Olivier Serralbo, Christophe Marcelle, Anne C Rios"
Whole Genome Sequencing and a New Bioinformatics Platform Allow for Rapid Gene Identification in D. melanogaster EMS Screens,24832518,10.3390/biology1030766,"Forward genetic screens in Drosophila melanogaster using ethyl methanesulfonate (EMS) mutagenesis are a powerful approach for identifying genes that modulate specific biological processes in an in vivo setting. The mapping of genes that contain randomly-induced point mutations has become more efficient in Drosophila thanks to the maturation and availability of many types of genetic tools. However, classic approaches to gene mapping are relatively slow and ultimately require extensive Sanger sequencing of candidate chromosomal loci. With the advent of new high-throughput sequencing techniques, it is increasingly efficient to directly re-sequence the whole genome of model organisms. This approach, in combination with traditional chromosomal mapping, has the potential to greatly simplify and accelerate mutation identification in mutants generated in EMS screens. Here we show that next-generation sequencing (NGS) is an accurate and efficient tool for high-throughput sequencing and mutation discovery in Drosophila melanogaster. As a test case, mutant strains of Drosophila that exhibited long-term survival of severed peripheral axons were identified in a forward EMS mutagenesis. All mutants were recessive and fell into a single lethal complementation group, which suggested that a single gene was responsible for the protective axon degenerative phenotype. Whole genome sequencing of these genomes identified the underlying gene ect4. To improve the process of genome wide mutation identification, we developed Genomes Management Application (GEM.app, https://genomics.med.miami.edu), a graphical online user interface to a custom query framework. Using a custom GEM.app query, we were able to identify that each mutant carried a unique non-sense mutation in the gene ect4 (dSarm), which was recently shown by Osterloh et al. to be essential for the activation of axonal degeneration. Our results demonstrate the current advantages and limitations of NGS in Drosophila and we introduce GEM.app as a simple yet powerful genomics analysis tool for the Drosophila community. At a current cost of <$1,000 per genome, NGS should thus become a standard gene discovery tool in EMS induced genetic forward screens.",2012,"Derek Van Booven, Rick H Ulloa, Rafael F Acosta Lebrigio, Stephan Zuchner, Marc Freeman, Mary Logan, Michael A Gonzalez, William Hulme, Jeannette Osterloh"
Cis-by-Trans regulatory divergence causes the asymmetric lethal effects of an ancestral hybrid incompatibility gene,22457639,10.1371/journal.pgen.1002597,"The Dobzhansky and Muller (D-M) model explains the evolution of hybrid incompatibility (HI) through the interaction between lineage-specific derived alleles at two or more loci. In agreement with the expectation that HI results from functional divergence, many protein-coding genes that contribute to incompatibilities between species show signatures of adaptive evolution, including Lhr, which encodes a heterochromatin protein whose amino acid sequence has diverged extensively between Drosophila melanogaster and D. simulans by natural selection. The lethality of D. melanogaster/D. simulans F1 hybrid sons is rescued by removing D. simulans Lhr, but not D. melanogaster Lhr, suggesting that the lethal effect results from adaptive evolution in the D. simulans lineage. It has been proposed that adaptive protein divergence in Lhr reflects antagonistic coevolution with species-specific heterochromatin sequences and that defects in LHR protein localization cause hybrid lethality. Here we present surprising results that are inconsistent with this coding-sequence-based model. Using Lhr transgenes expressed under native conditions, we find no evidence that LHR localization differs between D. melanogaster and D. simulans, nor do we find evidence that it mislocalizes in their interspecific hybrids. Rather, we demonstrate that Lhr orthologs are differentially expressed in the hybrid background, with the levels of D. simulans Lhr double that of D. melanogaster Lhr. We further show that this asymmetric expression is caused by cis-by-trans regulatory divergence of Lhr. Therefore, the non-equivalent hybrid lethal effects of Lhr orthologs can be explained by asymmetric expression of a molecular function that is shared by both orthologs and thus was presumably inherited from the ancestral allele of Lhr. We present a model whereby hybrid lethality occurs by the interaction between evolutionarily ancestral and derived alleles.",2012,"Shamoni Maheshwari, Daniel A Barbash"
Molecular cloning of a xylosyltransferase that transfers the second xylose to O-glucosylated epidermal growth factor repeats of notch,22117070,10.1074/jbc.M111.302406,"The extracellular domain of Notch contains epidermal growth factor (EGF) repeats that are extensively modified with different O-linked glycans. O-Fucosylation is essential for receptor function, and elongation with N-acetylglucosamine, catalyzed by members of the Fringe family, modulates Notch activity. Only recently, genes encoding enzymes involved in the O-glucosylation pathway have been cloned. In the Drosophila mutant rumi, characterized by a mutation in the protein O-glucosyltransferase, Notch signaling is impaired in a temperature-dependent manner, and a mouse knock-out leads to embryonic lethality. We have previously identified two human genes, GXYLT1 and GXYLT2, encoding glucoside xylosyltransferases responsible for the transfer of xylose to O-linked glucose. The identity of the enzyme further elongating the glycan to generate the final trisaccharide xylose-xylose-glucose, however, remained unknown. Here, we describe that the human gene C3ORF21 encodes a UDP-xylose:α-xyloside α1,3-xylosyltransferase, acting on xylose-α1,3-glucoseβ1-containing acceptor structures. We have, therefore, renamed it XXYLT1 (xyloside xylosyltransferase 1). XXYLT1 cannot act on a synthetic acceptor containing an α-linked xylose alone, but requires the presence of the underlying glucose. Activity on Notch EGF repeats was proven by in vitro xylosylation of a mouse Notch1 fragment recombinantly produced in Sf9 insect cells, a bacterially expressed EGF repeat from mouse Notch2 modified in vitro by Rumi and Gxylt2 and in vivo by co-expression of the enzyme with the Notch1 fragment. The enzyme was shown to be a typical type II membrane-bound glycosyltransferase localized in the endoplasmic reticulum.",2012,"Robert S Haltiwanger, Angel Ashikov, Maya K Sethi, Nikolay E Nifantiev, Rita Gerardy-Schahn, Hideyuki Takeuchi, Vadim B Krylov, Falk F R Buettner, Hans Bakker"
Zasp regulates integrin activation,22992465,10.1242/jcs.103291,"Integrins are heterodimeric adhesion receptors that link the extracellular matrix (ECM) to the cytoskeleton. Binding of the scaffold protein, talin, to the cytoplasmic tail of β-integrin causes a conformational change of the extracellular domains of the integrin heterodimer, thus allowing high-affinity binding of ECM ligands. This essential process is called integrin activation. Here we report that the Z-band alternatively spliced PDZ-motif-containing protein (Zasp) cooperates with talin to activate α5β1 integrins in mammalian tissue culture and αPS2βPS integrins in Drosophila. Zasp is a PDZ-LIM-domain-containing protein mutated in human cardiomyopathies previously thought to function primarily in assembly and maintenance of the muscle contractile machinery. Notably, Zasp is the first protein shown to co-activate α5β1 integrins with talin and appears to do so in a manner distinct from known αIIbβ3 integrin co-activators.",2012,"David A Calderwood, Klodiana Jani, Frieder Schöck, Mohamed Bouaouina, Jenny Y Long, Elizabeth M Morse, Guy Tanentzapf, Stefan Czerniecki, Stephanie J Ellis"
Forkhead transcription factor Fd3F cooperates with Rfx to regulate a gene expression program for mechanosensory cilia specialization,22698283,10.1016/j.devcel.2012.05.010,"Cilia have evolved hugely diverse structures and functions to participate in a wide variety of developmental and physiological processes. Ciliary specialization requires differences in gene expression, but few transcription factors are known to regulate this, and their molecular function is unclear. Here, we show that the Drosophila Forkhead box (Fox) gene, fd3F, is required for specialization of the mechanosensory cilium of chordotonal (Ch) neurons. fd3F regulates genes for Ch-specific axonemal dyneins and TRPV ion channels, which are required for sensory transduction, and retrograde transport genes, which are required to differentiate their distinct motile and sensory ciliary zones. fd3F is reminiscent of vertebrate Foxj1, a motile cilia regulator, but fd3F regulates motility genes as part of a broader sensory regulation program. Fd3F cooperates with the pan-ciliary transcription factor, Rfx, to regulate its targets directly. This illuminates pathways involved in ciliary specialization and the molecular mechanism of transcription factors that regulate them.",2012,"Andrew P Jarman, Daniel J Moore, Petra I zur Lage, Martin C Göpfert, Somdatta Karak, Fay G Newton"
Specific versus non-specific immune responses in an invertebrate species evidenced by a comparative de novo sequencing study,22427848,10.1371/journal.pone.0032512,"Our present understanding of the functioning and evolutionary history of invertebrate innate immunity derives mostly from studies on a few model species belonging to ecdysozoa. In particular, the characterization of signaling pathways dedicated to specific responses towards fungi and Gram-positive or Gram-negative bacteria in Drosophila melanogaster challenged our original view of a non-specific immunity in invertebrates. However, much remains to be elucidated from lophotrochozoan species. To investigate the global specificity of the immune response in the fresh-water snail Biomphalaria glabrata, we used massive Illumina sequencing of 5'-end cDNAs to compare expression profiles after challenge by Gram-positive or Gram-negative bacteria or after a yeast challenge. 5'-end cDNA sequencing of the libraries yielded over 12 millions high quality reads. To link these short reads to expressed genes, we prepared a reference transcriptomic database through automatic assembly and annotation of the 758,510 redundant sequences (ESTs, mRNAs) of B. glabrata available in public databases. Computational analysis of Illumina reads followed by multivariate analyses allowed identification of 1685 candidate transcripts differentially expressed after an immune challenge, with a two fold ratio between transcripts showing a challenge-specific expression versus a lower or non-specific differential expression. Differential expression has been validated using quantitative PCR for a subset of randomly selected candidates. Predicted functions of annotated candidates (approx. 700 unisequences) belonged to a large extend to similar functional categories or protein types. This work significantly expands upon previous gene discovery and expression studies on B. glabrata and suggests that responses to various pathogens may involve similar immune processes or signaling pathways but different genes belonging to multigenic families. These results raise the question of the importance of gene duplication and acquisition of paralog functional diversity in the evolution of specific invertebrate immune responses.",2012,"Eric Wajnberg, David Duval, Jean-Marc Reichhart, Olga Lucia Baron, Benjamin Gourbal, Jérôme Gouzy, Namasivayam Elangovan, Christine Coustau, Emeline Deleury, Géraldine Dubreuil"
Sex-biased transcriptome evolution in Drosophila,23097318,10.1093/gbe/evs093,"Sex-biased genes are thought to drive phenotypic differences between males and females. The recent availability of high-throughput gene expression data for many related species has led to a burst of investigations into the genomic and evolutionary properties of sex-biased genes. In Drosophila, a number of studies have found that X chromosomes are deficient in male-biased genes (demasculinized) and enriched for female-biased genes (feminized) and that male-biased genes evolve faster than female-biased genes. However, studies have yielded vastly different conclusions regarding the numbers of sex-biased genes and forces shaping their evolution. Here, we use RNA-seq data from multiple tissues of Drosophila melanogaster and D. pseudoobscura, a species with a recently evolved X chromosome, to explore the evolution of sex-biased genes in Drosophila. First, we compare several independent metrics for classifying sex-biased genes and find that the overlap of genes identified by different metrics is small, particularly for female-biased genes. Second, we investigate genome-wide expression patterns and uncover evidence of demasculinization and feminization of both ancestral and new X chromosomes, demonstrating that gene content on sex chromosomes evolves rapidly. Third, we examine the evolutionary rates of sex-biased genes and show that male-biased genes evolve much faster than female-biased genes, which evolve at similar rates to unbiased genes. Analysis of gene expression among tissues reveals that this trend may be partially due to pleiotropic effects of female-biased genes, which limits their evolutionary potential. Thus, our findings illustrate the importance of accurately identifying sex-biased genes and provide insight into their evolutionary dynamics in Drosophila.",2012,"Doris Bachtrog, Qi Zhou, Raquel Assis"
Cloning of rat thymic stromal lymphopoietin receptor (TSLPR) and characterization of genomic structure of murine Tslpr gene,11891057,10.1016/s0378-1119(02)00380-3,"Thymic stromal derived lymphopoietin receptor (TSLPR) is a novel receptor subunit that is related in sequence to the interleukin (IL)-2 receptor common gamma chain. TSLPR forms a heterodimeric complex with the IL-7 receptor alpha chain to form the receptor for thymic stromal derived lymphopoietin, a cytokine involved in B- and T-cell function. We have cloned the TSLP receptor from rat and find that the WSXWX motif commonly found in extracellular domains of cytokine receptors is conserved as a W(T/S)XV(T/A) motif among TSLP receptors from mouse, rat and human. As in the mouse, TSLP receptor is widely expressed in rats suggesting that TSLPR may have roles in signaling outside the hematopoietic system. A zooblot analysis revealed that TSLPR is expressed in all vertebrate species examined. The absence of TSLPR in Saccharomyces cerevisiae, Drosophila melanogaster and Caenorhabditis elegans genomes is similar to the expression of several other cytokine receptors that have been characterized thus far. We have also characterized the genomic structure of the murine Tslpr gene which shows that in addition to primary sequence homology, it shares a common genomic organization of coding exons with the murine IL-2 receptor common gamma chain (Il2rg). Use of an alternative splice acceptor site leads to two alternatively spliced transcript variants of murine TSLPR, both of which are functional receptors. Finally, using linkage analysis, we mapped the murine Tslpr gene to mouse chromosome 5 between the Ecm2 and Pxn genes.",2002,"Akhilesh Pandey, Blagoy Blagoev, Misha Angrist, Mogens M Nielsen, Aravinda Chakravarti"
"Identification and characterization of genes differentially expressed in the testis/vas deferens of the fed male tick, Amblyomma hebraeum",12044495,10.1016/s0965-1748(01)00161-8,"Most ixodid ticks must feed for at least a few days to complete gonad maturation. Substances produced by the mature male gonad, and carried in the spermatophore, induce physiological changes in the female that lead to engorgement and oviposition. To begin defining the molecular phenotype at this stage of male development, we differentially cross-screened a cDNA library made from the testis and vas deferens of fed ticks (Amblyomma hebraeum Koch) and isolated 35 genes that were putatively up-regulated in tissues of fed compared to unfed animals. While the majority of these were novel, two clones, AhT/VD16 and AhT/VD146, yielded homologies (53 and 44%) to known genes (acylphosphatse and 9.0 kD Drosophila melanogaster basic protein, respectively). Results of Northern blot analysis of AhT/VD16 and AhT/VD146 demonstrate that both clones hybridized with mRNA transcripts that were up-regulated in the testis/vas deferens of fed compared to unfed males. In addition, hybridization of clone AhT/VD16 to water strider (Gerris argentatus) genomic DNA, and sequence similarities to mammalian acylphosphatase, suggest that it represents an evolutionarily conserved sequence.",2002,"W Reuben Kaufman, Jadwiga M Stepczynski, Paul Wong, Brian L Weiss"
Regulation of epithelial cell shape and polarity by cell-cell adhesion (Review),12126229,10.1080/09687680210137219,"Among all cell types that exhibit a polarized phenotype, epithelial cells are unique in that their polarity depends on the integration of the cell into a tissue, the epithelium. In recent years, the analysis of epithelial cell polarity in different epithelia and organisms has contributed to an understanding of the components involved and has further demonstrated that cell polarity and cell adhesion are intimately related to each other. Therefore, processes that mediate and modulate cell adhesion and coordinate adhesion and cell shape are fundamental for the function of epithelia. Recent results obtained in Drosophila melanogaster and Caenorhabditis elegans have provided further insight into the complex circuits regulating these processes, and have laid the direction for future analysis.",2002,Elisabeth Knust
Cloning and characterization of the human heparanase-1 (HPR1) gene promoter: role of GA-binding protein and Sp1 in regulating HPR1 basal promoter activity,11779847,10.1074/jbc.M105682200,"Heparanase-1 (HPR1) is an endoglycosidase that specifically degrades the heparan sulfate chains of proteoglycan, a component of blood vessel walls and the extracellular matrix. Recent studies demonstrated that HPR1 expression is increased in a variety of malignancies and may play a critical role in tumor metastases. The HPR1 gene and its genomic structure have been recently cloned and characterized. To understand the mechanisms of HPR1 gene expression and regulation, we first mapped the transcription start site of the HPR1 gene and found that HPR1 mRNA was transcribed from the nucleotide position 101 bp upstream of the ATG codon. A 3.5-kb promoter region of the HPR1 gene was cloned. Sequence analysis revealed that the TATA-less, GC-rich promoter of the HPR1 gene belongs to the family of housekeeping genes. This 3.5-kb promoter region exhibited strong promoter activity in two thyroid tumor cell lines. Truncation analysis of the HPR1 promoter identified a minimal 0.3-kb region that had strong basal promoter activity. Truncation and mutational analysis of the HPR1 promoter revealed three Sp1 sites and four Ets-relevant elements (ERE) significantly contributing to basal HPR1 promoter activity. Binding to the Sp1 sites by Sp1 and to the ERE sites by GA-binding protein (GABP) was confirmed by electrophoretic mobility shift assay and competition and supershift electrophoretic mobility shift assays. Cotransfection of Sp- and GABP-deficient Drosophila SL-2 cells with the HPR1 promoter-driven luciferase construct plus the expression vector encoding the Sp1, Sp3, or GABP gene induced luciferase gene expression. Mutation or truncation of the Sp1 or ERE sites reduced luciferase expression in both SL-2 cells and thyroid tumor cell lines. Coexpression of GABPalpha/beta and Sp1 or Sp3 further increased luciferase reporter gene expression. Our results collectively suggest that Sp1 cooperates with GABP to regulate HPR1 promoter activity.",2002,"Jeffrey L Platt, Aseem Kumar, Joseph E Parrillo, Richard A Prinz, Laurie A Dempsey, Xiulong Xu, Ping Jiang"
Forked end: a novel transmembrane protein involved in neuromuscular specificity in drosophila identified by gain-of-function screening,11984842,10.1002/neu.10063,"The Drosophila neuromuscular connectivity provides an excellent model system for studies on target recognition and selective synapse formation. To identify molecules involved in neuromuscular recognition, we conducted gain-of-function screening for genes whose forced expression in all muscles alters the target specificity. We report here the identification of a novel transmembrane protein, Forked end (FEND), encoded by the fend gene, by the said screening. When the FEND expression was induced in all muscles, motoneurons that normally innervate muscle 12 formed ectopic synapses on a neighboring muscle 13. The target specificity of these motoneurons was also altered in the loss-of-function mutant of fend. During embryonic development, fend mRNA was detected in a subset of cells in the central nervous system and in the periphery. These results suggest that FEND is a novel axon guidance molecule involved in neuromuscular specificity.",2002,"Etsuko Takasu, Akinao Nose, Toshiro Aigaki, Masatoshi Takeichi, Takeshi Umemiya"
A single Hox3 gene with composite bicoid and zerknullt expression characteristics in non-Cyclorrhaphan flies,11773616,10.1073/pnas.012292899,"The members of the evolutionarily conserved Hox-gene complex, termed Hox genes, are required for specifying segmental identity during embryogenesis in various animal phyla. The Hox3 genes of winged insects have lost this ancestral function and are required for the development of extraembryonic epithelia, which do not contribute to any larval structure. Higher flies (Cyclorrhapha) such as Drosophila melanogaster contain Hox3 genes of two types, the zerknüllt type and the bicoid type. The zerknüllt gene is expressed zygotically on the dorsal side of the embryo and is required for establishing extraembryonic tissue. Its sister gene bicoid is expressed maternally and the transcripts are localized at the anterior pole of the mature egg. BICOID protein, which emerges from this localized source during early development, is required for embryonic patterning. All known direct bicoid homologues are confined to Cyclorrhaphan flies. Here, we describe Hox3 genes of the non-Cyclorrhaphan flies Empis livida (Empididae), Haematopota pluvialis (Tabanidae), and Clogmia albipunctata (Psychodidae). The gene sequences are more similar to zerknüllt homologues than to bicoid homologues, but they share expression characteristics of both genes. We propose that an ancestral Hox3 gene had been duplicated in the stem lineage of Cyclorrhaphan flies. During evolution, one of the gene copies lost maternal expression and evolved as zerknüllt, whereas the second copy lost zygotic expression and evolved as bicoid. Our finding correlates well with a partial reduction of zerknüllt-dependent extraembryonic tissue during Dipteran evolution.",2002,"Urs Schmidt-Ott, Alexander Prell, Michael Stauber"
Mutation of the Drosophila homologue of the Myb protooncogene causes genomic instability,12032301,10.1073/pnas.122231599,"Vertebrates have three related Myb genes. The c-Myb protooncogene is required for definitive hematopoiesis in mice and when mutated causes leukemias and lymphomas in birds and mammals. The A-Myb gene is required for spermatogenesis and mammary gland proliferation in mice. The ubiquitously expressed B-Myb gene is essential for early embryonic development in mice and is directly regulated by the p16/cyclin D/Rb family/E2F pathway along with many critical S-phase genes. Drosophila has a single Myb gene most closely related to B-Myb. We have isolated two late-larval lethal alleles of Drosophila Myb. Mutant imaginal discs show an increased number of cells arrested in M phase. Mutant mitotic cells display a variety of abnormalities including spindle defects and increased polyploidy and aneuploidy. Remarkably, some mutant cells have an aberrant S- to M-phase transition in which replicating chromosomes undergo premature histone phosphorylation and chromosomal condensation. These results suggest that the absence of Drosophila Myb causes a defect in S phase that may result in M-phase abnormalities. Consistent with a role for Drosophila Myb during S phase, we detected Dm-Myb protein in S-phase nuclei of wild-type mitotic cells as well as endocycling cells, which lack both an M phase and cyclin B expression. Moreover, we found that the Dm-Myb protein is concentrated in regions of S-phase nuclei that are actively undergoing DNA replication. Together these findings imply that Dm-Myb provides an essential nontranscriptional function during chromosomal replication.",2002,"Joseph S Lipsick, Nesanet Mitiku, J Robert Manak"
Regulation of cell number by MAPK-dependent control of apoptosis: a mechanism for trophic survival signaling,11832242,10.1016/s1534-5807(02)00116-8,"Trophic mechanisms in which neighboring cells mutually control their survival by secreting extracellular factors play an important role in determining cell number. However, how trophic signaling suppresses cell death is still poorly understood. We now show that the survival of a subset of midline glia cells in Drosophila depends upon direct suppression of the proapoptotic protein HID via the EGF receptor/RAS/MAPK pathway. The TGFalpha-like ligand SPITZ is activated in the neurons, and glial cells compete for limited amounts of secreted SPITZ to survive. In midline glia that fail to activate the EGFR pathway, HID induces apoptosis by blocking a caspase inhibitor, Diap1. Therefore, a direct pathway linking a specific extracellular survival factor with a caspase-based death program has been established.",2002,"Hermann Steller, Andreas Bergmann, Michael Tugentman, Ben Zion Shilo"
Induction and suppression of RNA silencing by an animal virus,12016316,10.1126/science.1070948,"RNA silencing is a sequence-specific RNA degradation mechanism that is operational in plants and animals. Here, we show that flock house virus (FHV) is both an initiator and a target of RNA silencing in Drosophila host cells and that FHV infection requires suppression of RNA silencing by an FHV-encoded protein, B2. These findings establish RNA silencing as an adaptive antiviral defense in animal cells. B2 also inhibits RNA silencing in transgenic plants, providing evidence for a conserved RNA silencing pathway in the plant and animal kingdoms.",2002,"Hongwei Li, Wan Xiang Li, Shou Wei Ding"
Molecular cloning and functional expression of a Drosophila corazonin receptor,12379215,10.1016/s0006-291x(02)02398-7,"The insect adipokinetic hormones (AKHs) constitute a large family of neuropeptides that mobilize lipids and sugar from the insect fat body during energy-requiring activities such as flight. We have previously identified the first insect AKH receptors from the fruitfly Drosophila melanogaster and the silkworm Bombyx mori (Staubli et al., PNAS 2002, 99: 3446-3451). Here, we have cloned the cDNA of a Drosophila G protein-coupled receptor that was closely related to the first Drosophila AKH receptor both with respect to amino-acid sequence and gene structure. We have subsequently expressed this orphan receptor in Chinese hamster ovary cells and identified Drosophila corazonin as the endogenous ligand for the receptor. Corazonin increases heart beat in some insects, but its function in Drosophila is unknown. These results are intriguing, because not only are the Drosophila AKH and corazonin receptors structurally and evolutionarily related, but also are their preprohormones, which suggests a co-evolution of ligands and receptors. The Drosophila corazonin receptor is expressed in embryos, larvae, pupae, and adult flies. Furthermore, a receptor that is structurally very similar to the Drosophila corazonin receptor can be found in the genomic database from the malaria mosquito Anopheles gambiae.",2002,"Giuseppe Cazzamali, Cornelis Grimmelikhuijzen, Nicolaj Saxild"
Drosophila p27Dacapo expression during embryogenesis is controlled by a complex regulatory region independent of cell cycle progression,11807025,,"dacapo encodes a CIP/KIP-type inhibitor of Cyclin E/Cdk2 complexes in Drosophila melanogaster. In the embryonic epidermis, dacapo expression starts during G2 of the final division cycle and is required for the arrest of cell cycle progression in G1 after the final mitosis. The onset of dacapo transcription is the earliest event known to be required for the epidermal cell proliferation arrest. To advance our understanding of the regulatory mechanisms that terminate cell proliferation at the appropriate stage, we have analyzed the control of dacapo transcription. We show that dacapo transcription is not coupled to cell cycle progression. It is not affected in mutants where proliferation is arrested either too early or too late. Moreover, upregulation of dacapo expression is not an obligatory event of the cell cycle exit process. During early development of the central nervous system, we cannot detect p27Dacapo during the final division cycle of ganglion mother cells, while it is expressed at later stages. The control of dacapo expression therefore varies in different stages and tissues. The dacapo regulatory region includes many independent cis-regulatory elements. The elements that control epidermal expression integrate developmental cues that time the arrest of cell proliferation.",2002,"Sandra Marzodko, Ina Kramer, Rainer Dittrich, Claas A Meyer, Christian F Lehner, Jan Emmerich"
Functional coupling of acoustic and chemical signals in the courtship behaviour of the male Drosophila melanogaster,11934360,10.1098/rspb.2001.1919,"During courtship, the male Drosophila melanogaster sends signals to the female through two major sensory channels: chemical and acoustic. These signals are involved in the stimulation of the female to accept copulation. In order to determine the respective importance in the courtship of these signals, their production was controlled using genetical and surgical techniques. Males deprived of the ability to emit both signals are unable to mate, demonstrating that other (e.g. visual or tactile) signals are not sufficient to stimulate the female. If either acoustic or chemical signals are lacking, the courtship success is strongly reduced, the lack of the former having significantly more drastic effects. However, the accelerated matings of males observed with males bearing wild-type hydrocarbons compared with defective ones, whichever the modality of acoustic performance (wing vibration or playback), strongly support the role of cuticular compounds to stimulate females. We can conclude that among the possible factors involved in communication during courtship, acoustic and chemical signals may act in a synergistic way and not separately in D. melanogaster.",2002,"T Aubin, G Sureau, F Rybak"
ARGONAUTE1 is required for efficient RNA interference in Drosophila embryos,12011447,10.1073/pnas.072190799,"Double-stranded RNA (dsRNA) triggers homology-dependent posttranscriptional gene interference (RNAi) in a diverse range of eukaryotic organisms, in a process mechanistically related to viral and transgene-mediated cosuppression. RNAi is characterized by the conversion of long dsRNA into approximately 21-25-nt small interfering RNAs (siRNA) that guide the degradation of homologous mRNA. Many of the genes required for siRNA production and target mRNA degradation are widely conserved. Notably, members of the Argonaute-like gene family from Arabidopsis, Caenorhabditis elegans, Drosophila, and Neurospora have been genetically and/or biochemically identified as components of the RNAi/cosuppression pathway. We show here that mutations in the Drosophila Argonaute1 (AGO1) gene suppress RNAi in embryos. This defect corresponds to a reduced ability to degrade mRNA in response to dsRNA in vitro. Furthermore, AGO1 is not required for siRNA production in vitro nor can the introduction of siRNA bypass AGO1 mutants in vivo. These data suggest that AGO1 functions downstream of siRNA production.",2002,"Robert W Williams, Gerald M Rubin"
Cocaine sensitization and reward are under the influence of circadian genes and rhythm,12084940,10.1073/pnas.142039099,"Investigations using the fruit fly Drosophila melanogaster have shown that the circadian clock gene period (Per) can influence behavioral responses to cocaine. Here we show that the mouse homologues of the Drosophila Per gene, mPer1 and mPer2, modulate cocaine sensitization and reward, two phenomena extensively studied in humans and animals because of their importance for drug abuse. In response to an acute cocaine injection mPer1 and mPer2 mutant mice as well as wild-type mice exhibited an approximately 5-fold increase in activity compared with saline control levels, showing that there is no initial difference in sensitivity to acute cocaine administration in Per mutants. After repeated cocaine injections wild-type mice exhibited a sensitized behavioral response that was absent in mPer1 knockout mice. In contrast, mPer2 mutant mice exhibited a hypersensitized response to cocaine. Conditioned place preference experiments revealed similar behavioral reactions: mPer1 knockout mice showed a complete lack of cocaine reward whereas mPer2 mutants showed a strong cocaine-induced place preference. In another set of experiments, we tested C57/BL6J mice at different Zeitgeber times and found that cocaine-induced behavioral sensitization and place preference are under the control of the circadian clock. In conclusion, we demonstrate that processes involved in cocaine addiction depend on the circadian rhythm and are modulated in an opposing manner by mPer1 and mPer2 genes.",2002,"Carolina Abarca, Rainer Spanagel, Urs Albrecht"
"Influence of the period-dependent circadian clock on diurnal, circadian, and aperiodic gene expression in Drosophila melanogaster",12089325,10.1073/pnas.132269699,"We measured daily gene expression in heads of control and period mutant Drosophila by using oligonucleotide microarrays. In control flies, 72 genes showed diurnal rhythms in light-dark cycles; 22 of these also oscillated in free-running conditions. The period gene significantly influenced the expression levels of over 600 nonoscillating transcripts. Expression levels of several hundred genes also differed significantly between control flies kept in light-dark versus constant darkness but differed minimally between per(01) flies kept in the same two conditions. Thus, the period-dependent circadian clock regulates only a limited set of rhythmically expressed transcripts. Unexpectedly, period regulates basal and light-regulated gene expression to a very broad extent.",2002,"Paul H Taghert, Gary D Stormo, Brian Shimada, Aloka Amarakone, Tarif A Awad, Mei Han, Yiing Lin, Therese M Gibler, Russell N Van Gelder, Lin Wang"
"dS6K-regulated cell growth is dPKB/dPI(3)K-independent, but requires dPDK1",11862217,10.1038/ncb763,"Genetic studies in Drosophila melanogaster underscore the importance of the insulin-signalling pathway in controlling cell, organ and animal size. Effectors of this pathway include Chico (the insulin receptor substrate homologue), dPI(3)K, dPKB, dPTEN, and dS6K. Mutations in any of these components have a striking effect on cell size and number, with the exception of dS6K. Mutants in dS6K affect cell size but not cell number, seemingly consistent with arguments that dS6K is a distal effector in the signalling pathway, directly controlled by dTOR, a downstream effector of dPI(3)K and dPKB. Unexpectedly, recent studies showed that dS6K activity is unimpaired in chico-deficient larvae, suggesting that dS6K activation may be mediated through the dPI(3)K docking sites of the Drosophila insulin receptor. Here, we show genetically, pharmacologically and biochemically that dS6K resides on an insulin signalling pathway distinct from that of dPKB, and surprisingly also from that of dPI(3)K. More striking, despite dPKB-dPI(3)K-independence, dS6K activity is dependent on the Drosophila homologue of the phosphoinositide-dependent protein kinase 1, dPDK1, demonstrating that both dPDK1, as well as dTOR, mediated dS6K activation is phosphatidylinositide-3,4,5-trisphosphate (PIP3)-independent.",2002,"C Peter Downes, George Thomas, Jeroen van der Kaay, Ernst Hafen, Thomas Radimerski, Hugo Stocker, Jacques Montagne, Felix Rintelen"
[Screening of the genes in controlling heart development of Drosophila],15979966,,"It is becoming increasingly evident that remarkable similaries of heart development are revealed in Drosophila and vertebrate, therefore Drosophila can be used as a prototype to explore the vertebrate. This can in accelerate to revealing of the machanisms of human heart development. In order to screen and clone new genes that control the heart development,we have established the balanced-lethal lines by chemical mutagen and performed the heart-specific antibody. Ten of lines showed mutant phenotype,of which 6 were determined the smaller genetic sites for gene location.",2002,"Min Li, Yue-jun Yang, Xiu-shan Wu"
