title,pmid,doi,abstract,year,authors
"Characterization of Argonaute family members in the silkworm, Bombyx mori",23955828,10.1111/j.1744-7917.2012.01555.x,"The Argonaute protein family is a highly conserved group of proteins, which have been implicated in RNA silencing in both plants and animals. Here, four members of the Argonaute family were systemically identified based on the genome sequence of Bombyx mori. Based on their sequence similarity, BmAgo1 and BmAgo2 belong to the Ago subfamily, while BmAgo3 and BmPiwi are in the Piwi subfamily. Phylogenetic analysis reveals that silkworm Argonaute family members are conserved in insects. Conserved amino acid residues involved in recognition of the 5' end of the small RNA guide strand and of the conserved (aspartate, aspartate and histidine [DDH]) motif present in their PIWI domains suggest that these four Argonaute family members may have conserved slicer activities. The results of microarray expression analysis show that there is a low expression level for B. mori Argonaute family members in different tissues and different developmental stages, except for BmPiwi. All four B. mori Argonaute family members are upregulated upon infection with B. mori nucleopolyhedrovirus. The complete coding sequence of BmPiwi, the homolog of Drosophila piwi, was cloned and its expression occurred mainly in the area where spermatogonia and spermatocytes appear. Our results provide an overview of the B. mori Argonaute family members and suggest that they may have multiple roles. In addition, this is also the first report, to our knowledge, of the response of RNA silencing machinery to DNA virus infection in insects.",2013,"Ting-Cai Cheng, Liang Jiang, Gen-Hong Wang, Ya-Fei Yan, Wei-Huan Niu, Li Zhu, Qing-You Xia"
Analysis of piRNA-mediated silencing of active TEs in Drosophila melanogaster suggests limits on the evolution of host genome defense,23625890,10.1093/molbev/mst081,"The Piwi-interacting RNA (piRNA) pathway defends animal genomes against the harmful consequences of transposable element (TE) infection by imposing small-RNA-mediated silencing. Because silencing is targeted by TE-derived piRNAs, piRNA production is posited to be central to the evolution of genome defense. We harnessed genomic data sets from Drosophila melanogaster, including genome-wide measures of piRNA, mRNA, and genomic abundance, along with estimates of age structure and risk of ectopic recombination, to address fundamental questions about the functional and evolutionary relationships between TE families and their regulatory piRNAs. We demonstrate that mRNA transcript abundance, robustness of ""ping-pong"" amplification, and representation in piRNA clusters together explain the majority of variation in piRNA abundance between TE families, providing the first robust statistical support for the prevailing model of piRNA biogenesis. Intriguingly, we also discover that the most transpositionally active TE families, with the greatest capacity to induce harmful mutations or disrupt gametogenesis, are not necessarily the most abundant among piRNAs. Rather, the level of piRNA targeting is largely independent of recent transposition rate for active TE families, but is rapidly lost for inactive TEs. These observations are consistent with population genetic theory that suggests a limited selective advantage for host repression of transposition. Additionally, we find no evidence that piRNA targeting responds to selection against a second major cost of TE infection: ectopic recombination between TE insertions. Our observations confirm the pivotal role of piRNA-mediated silencing in defending the genome against selfish transposition, yet also suggest limits to the optimization of host genome defense.",2013,"Erin S Kelleher, Daniel A Barbash"
Assessing the validity and reproducibility of genome-scale predictions,24048353,10.1093/bioinformatics/btt508,"Motivation: Validation and reproducibility of results is a central and pressing issue in genomics. Several recent embarrassing incidents involving the irreproducibility of high-profile studies have illustrated the importance of this issue and the need for rigorous methods for the assessment of reproducibility. Results: Here, we describe an existing statistical model that is very well suited to this problem. We explain its utility for assessing the reproducibility of validation experiments, and apply it to a genome-scale study of adenosine deaminase acting on RNA (ADAR)-mediated RNA editing in Drosophila. We also introduce a statistical method for planning validation experiments that will obtain the tightest reproducibility confidence limits, which, for a fixed total number of experiments, returns the optimal number of replicates for the study. Availability: Downloadable software and a web service for both the analysis of data from a reproducibility study and for the optimal design of these studies is provided at http://ccmbweb.ccv.brown.edu/reproducibility.html .",2013,"Charles E Lawrence, Michael R Tackett, Lauren A Sugden, Yiannis A Savva, William A Thompson"
Tertiary structural elements determine the extent and specificity of messenger RNA editing,23903876,10.1038/ncomms3232,"The specificity and extent of RNA editing by ADAR enzymes is determined largely by local primary sequence and secondary structural imperfections in duplex RNA. Here we surgically alter conserved cis elements associated with a cluster of ADAR modification sites within the endogenous Drosophila paralytic transcript. In addition to the local requirement for a central imperfect RNA duplex containing the modified adenosines, we demonstrate that a secondary RNA duplex containing splicing signals strongly modulates RNA editing. A subtle non-coding mutation, extending base pairing of this accessory helix, confers significant phenotypic consequences via effects on splicing. Through mutation/counter-mutation, we also uncover and functionally replace a highly conserved intronic long-range tertiary pseudoknot that is absolutely required for deamination of one particular adenosine in the central duplex. Our results demonstrate that complex RNA tertiary structures, which may be difficult to predict computationally, form in vivo and can regulate RNA-editing events.",2013,"Barry Hoopengardner, Cynthia J Staber, Robert A Reenan, Leila E Rieder"
Fluorescent lectin staining of Drosophila embryos and tissues to detect the spatial distribution of glycans during development,23765656,10.1007/978-1-62703-465-4_8,"Glycans are the result of the coordinated activities of glycosyltransferases responsible for specific sugar additions. Glycans present on proteins can influence protein stability, transport, function, and recognition, and thus can have profound effects on cell-cell interactions, adhesion, and signaling events occurring during eukaryotic development. Lectin staining provides a useful tool to detect the spatial distribution of specific glycans in developing tissues in situ. Here we describe a method to detect diverse glycans present in developing Drosophila tissues and organs using fluorescently labeled lectins.",2013,"E Tian, Kelly G Ten Hagen, Liping Zhang"
Dynein associates with oskar mRNPs and is required for their efficient net plus-end localization in Drosophila oocytes,24244700,10.1371/journal.pone.0080605,"In order for eukaryotic cells to function properly, they must establish polarity. The Drosophila oocyte uses mRNA localization to establish polarity and hence provides a genetically tractable model in which to study this process. The spatial restriction of oskar mRNA and its subsequent protein product is necessary for embryonic patterning. The localization of oskar mRNA requires microtubules and microtubule-based motor proteins. Null mutants in Kinesin heavy chain (Khc), the motor subunit of the plus end-directed Kinesin-1, result in oskar mRNA delocalization. Although the majority of oskar particles are non-motile in khc nulls, a small fraction of particles display active motility. Thus, a motor other than Kinesin-1 could conceivably also participate in oskar mRNA localization. Here we show that Dynein heavy chain (Dhc), the motor subunit of the minus end-directed Dynein complex, extensively co-localizes with Khc and oskar mRNA. In addition, immunoprecipitation of the Dynein complex specifically co-precipitated oskar mRNA and Khc. Lastly, germline-specific depletion of Dhc resulted in oskar mRNA and Khc delocalization. Our results therefore suggest that efficient posterior localization of oskar mRNA requires the concerted activities of both Dynein and Kinesin-1.",2013,"Graydon B Gonsalvez, Paulomi Sanghavi, Xuan Li, Shobha Laxani, Simon L Bullock"
Functional transcriptomic analysis of the role of MAB-5/Hox in Q neuroblast migration in Caenorhabditis elegans,23642123,10.1186/1471-2164-14-304,"Background: Directed cell migration is a fundamental process in normal development and in tumor metastasis. In C. elegans the MAB-5/Hox transcription factor is a determinant of posterior migration of the Q neuroblast descendants. In this work, mab-5 transcriptional targets that control Q descendant migration are identified by comparing RNA-seq profiles in wild type and mab-5 mutant backgrounds. Results: Transcriptome profiling is a widely-used and potent tool to identify genes involved in developmental and pathological processes, and is most informative when RNA can be isolated from individual cell or tissue types. Cell-specific RNA samples can be difficult to obtain from invertebrate model organisms such as Drosophila and C. elegans. Here we test the utility of combining a whole organism RNA-seq approach with mab-5 loss and gain-of-function mutants and functional validation using RNAi to identify genes regulated by MAB-5 to control Q descendant migration. We identified 22 genes whose expression was controlled by mab-5 and that controlled Q descendant migration. Genes regulated by mab-5 were enriched for secreted and transmembrane molecules involved in basement membrane interaction and modification, and some affected Q descendant migration. Conclusions: Our results indicate that a whole-organism RNA-seq approach, when combined with mutant analysis and functional validation, can be a powerful method to identify genes involved in a specific developmental process, in this case Q descendant posterior migration. These genes could act either autonomously in the Q cells, or non-autonomously in other cells that express MAB-5. The identities of the genes regulated by MAB-5 indicate that MAB-5 acts by modifying interactions with the basement membrane, resulting in posterior versus anterior migration.",2013,"Stuart J Macdonald, Mahekta Gujar, Joel V Tamayo, Erik A Lundquist"
Expression analysis of a family of developmentally-regulated cytosolic sulfotransferases (SULTs) in Drosophila,23865965,10.1111/j.1601-5223.2013.00006.x,"We have compared the amino acid sequence of all four cytosolic sulfotransferases (SULTs) in Drosophila and analyzed their spatial expression patterns during development. Three out of four SULTs show distinct expression activity during embryogenesis, while the 4th SULT shows expression only post-embryonically. st1, st3 and st4 are expressed in non-overlapping expression domains mainly confined to organs of the alimentary canal such as esophagus, malphigian tubules, hindgut, as well as in the tracheal system. All these organs are surrounded by the hemolymph suggesting that Drosophila SULTs exert their function in detoxification of substances upon influx from the hemolymph.",2013,"Khalid Fahmy, Stefan Baumgartner"
Selective tracking of template DNA strands after induction of mitosis with unreplicated genomes (MUGs) in Drosophila S2 cells,23681663,10.1007/s10577-013-9354-z,"According to the ""immortal"" DNA strand hypothesis (Cairns Nature 255:197-200, 1975), stem cells would keep their template strands in order to prevent the accumulation of mutations, which could occur during DNA replication. Despite the growing number of studies that attempt to test this hypothesis, the conclusions remain highly controversial. In the base of this controversy lie the current limitations of available methodology to selectively and faithfully track the fate of template DNA strands throughout and upon cell division. Here, we developed a method that allows the unequivocal tracking of single chromatids containing template DNA strands in Drosophila S2 cells in culture. This method consists in the induction of mitosis with unreplicated genomes (MUGs) in which cells are allowed to enter mitosis without prior DNA replication. This is achieved by RNAi-mediated knockdown of Double parked, a conserved protein required for the initiation of DNA replication and post-replication checkpoint response. The advantages of this system when compared with MUGs generated in mammalian cells is the preservation of chromatid morphology, the ease of loss-of-function studies and the possibility of in vivo applications. Altogether, this approach allows for the readily visualization and tracking of template DNA strands by simply monitoring cells stably expressing GFP-fusions with either Histone H2B or the centromeric Histone variant CID/CENP-A by time-lapse fluorescence microscopy. This might be useful for the dissection of the molecular mechanism behind asymmetric DNA strand segregation.",2013,"Diana Pinheiro, Helder Maiato, Marin Barisic, Danica Drpic"
A novel method of silkworm embryo preparation for immunohistochemistry,23592305,10.1007/s10529-013-1202-x,"It is difficult to obtain intact embryos, especially intact early embryos, from insect eggs because of their small sizes. Based on the means traditionally used to get silkworm embryos and the previous approaches used for getting Drosophila embryos, we established a novel method of silkworm embryo preparation. The new method is straightforward and easy to operate. Silkworm embryos could be prepared without severe damage in large quantities by this new protocol. In addition, the novel method of silkworm embryo preparation is quite suitable for immunohistochemistry.",2013,"Liang Chen, Qin Yao, Chunfeng Sun, Keping Chen, Zaizhi You"
Myc in stem cell behaviour: insights from Drosophila,23696362,10.1007/978-94-007-6621-1_15,"The Myc family proteins are key regulators of animal growth and development, which have critical roles in modulating stem cell behaviour. Since the identification of the oncogenic potential of c-Myc in the early 1980s the mammalian Myc family, which is comprised of c-Myc, N-Myc, and L-Myc, has been studied extensively. dMyc, the only Drosophila member of the Myc gene family, is orthologous to the mammalian c-Myc oncoprotein. Here we discuss key studies addressing the function of the Myc family in stem cell behaviour in both Drosophila Models and mammalian systems.",2013,"Leonie M Quinn, Gary R Hime, Julie Secombe"
Extensive polymerase pausing during Drosophila axis patterning enables high-level and pliable transcription,23699410,10.1101/gad.215459.113,"Cascades of zygotic gene expression pattern the anterior-posterior (AP) and dorsal-ventral (DV) axes of the early Drosophila embryo. Here, we used the global run-on sequencing assay (GRO-seq) to map the genome-wide RNA polymerase distribution during early Drosophila embryogenesis, thus providing insights into how genes are regulated. We identify widespread promoter-proximal pausing yet show that the presence of paused polymerase does not necessarily equate to direct regulation through pause release to productive elongation. Our data reveal that a subset of early Zelda-activated genes is regulated at the level of polymerase recruitment, whereas other Zelda target and axis patterning genes are predominantly regulated through pause release. In contrast to other signaling pathways, we found that bone morphogenetic protein (BMP) target genes are collectively more highly paused than BMP pathway components and show that BMP target gene expression requires the pause-inducing negative elongation factor (NELF) complex. Our data also suggest that polymerase pausing allows plasticity in gene activation throughout embryogenesis, as transiently repressed and transcriptionally silenced genes maintain and lose promoter polymerases, respectively. Finally, we provide evidence that the major effect of pausing is on the levels, rather than timing, of transcription. These data are discussed in terms of the efficiency of transcriptional activation required across cell populations during developmental time constraints.",2013,"Leighton J Core, Catherine Sutcliffe, Abbie Saunders, Hilary L Ashe, John T Lis"
GPI biosynthesis is essential for rhodopsin sorting at the trans-Golgi network in Drosophila photoreceptors,23250212,10.1242/dev.083683,"Sorting of integral membrane proteins plays crucial roles in establishing and maintaining the polarized structures of epithelial cells and neurons. However, little is known about the sorting mechanisms of newly synthesized membrane proteins at the trans-Golgi network (TGN). To identify which genes are essential for these sorting mechanisms, we screened mutants in which the transport of Rhodopsin 1 (Rh1), an apical integral membrane protein in Drosophila photoreceptors, was affected. We found that deficiencies in glycosylphosphatidylinositol (GPI) synthesis and attachment processes cause loss of the apical transport of Rh1 from the TGN and mis-sorting to the endolysosomal system. Moreover, Na(+)K(+)-ATPase, a basolateral membrane protein, and Crumbs (Crb), a stalk membrane protein, were mistransported to the apical rhabdomeric microvilli in GPI-deficient photoreceptors. These results indicate that polarized sorting of integral membrane proteins at the TGN requires the synthesis and anchoring of GPI-anchored proteins. Little is known about the cellular biological consequences of GPI deficiency in animals in vivo. Our results provide new insights into the importance of GPI synthesis and aid the understanding of pathologies involving GPI deficiency.",2013,"Takunori Satoh, Ziguang Liu, Reika Watanabe, Akiko K Satoh, Tsuyoshi Inagaki"
Genome-wide distribution of histone H4 Lysine 16 acetylation sites and their relationship to gene expression,23587301,10.1186/2041-9414-4-3,"Background: Histone post-translational modifications are critical determinants of chromatin structure and function, impacting multiple biological processes including DNA transcription, replication, and repair. The post-translational acetylation of histone H4 at lysine 16 (H4K16ac) was initially identified in association with dosage compensation of the Drosophila male X chromosome. However, in mammalian cells, H4K16ac is not associated with dosage compensation and the genomic distribution of H4K16ac is not precisely known. Therefore, we have mapped the genome-wide H4K16ac distribution in human cells. Results: We performed H4K16ac chromatin immunoprecipitation from human embryonic kidney 293 (HEK293) cells followed by hybridization to whole-genome tiling arrays and identified 25,893 DNA regions (false discovery rate <0.005) with average length of 692 nucleotides. Interestingly, although a majority of H4K16ac sites localized within genes, only a relatively small fraction (~10%) was found near promoters, in contrast to the distribution of the acetyltransferase, MOF, responsible for acetylation at K16 of H4. Using differential gene expression profiling data, 73 genes (> ±1.5-fold) were identified as potential H4K16ac-regulated genes. Seventeen transcription factor-binding sites were significantly associated with H4K16ac occupancy (p < 0.0005). In addition, a consensus 12-nucleotide guanine-rich sequence motif was identified in more than 55% of the H4K16ac peaks. Conclusions: The results suggest that H4K16 acetylation has a limited effect on transcription regulation in HEK293 cells, whereas H4K16ac has been demonstrated to have critical roles in regulating transcription in mouse embryonic stem cells. Thus, H4K16ac-dependent transcription regulation is likely a cell type specific process.",2013,"Girdhar G Sharma, Shantanu Chowdhury, Tej K Pandita, Kenneth Westover, Pankaj Kumar, Clayton R Hunt, Min Chen, Nobuo Horikoshi"
Effects of overexpression of mitochondrial transcription factor A on lifespan and oxidative stress response in Drosophila melanogaster,23206694,10.1016/j.bbrc.2012.11.084,"Mitochondrial transcription factor A (TFAM) plays a role in the maintenance of mitochondrial DNA (mtDNA) by packaging mtDNA, forming the mitochondrial nucleoid. There have been many reports about a function of TFAM at the cellular level, but only a few studies have been done in individual organisms. Here we examined the effects of TFAM on the Drosophila lifespan and oxidative stress response, by overexpressing TFAM using the GAL4/UAS system. Under standard conditions, the lifespan of TFAM-overexpressing flies was shorter than that of the control flies. However, the lifespan of TFAM-overexpressing flies was longer when they were treated with 1% H(2)O(2). These results suggest that even though excess TFAM has a negative influence on lifespan, it has a defensive function under strong oxidative stress. In the TFAM-overexpressing flies, no significant changes in mtDNA copy number or mtDNA transcription were observed. However, the results of a total antioxidant activity assay suggest the possibility that TFAM is involved in the elimination of oxidative stress. The present results clearly show the effects of TFAM overexpression on the lifespan of Drosophila under both standard conditions and oxidative stress conditions, and our findings contribute to the understanding of the physiological mechanisms involving TFAM in mitochondria.",2013,"Etsuko T Matsuura, Dongchon Kang, Teiichi Tanimura, Takako Matsuda, Tomotake Kanki"
An extreme test of mutational meltdown shows mutational firm up instead,23543206,10.1007/s10709-013-9716-7,"Traditionally, the accumulation of new deleterious mutations in populations or species in low numbers is expected to lead to a reduction in fitness and mutational meltdown, but in this study the opposite was observed. Beginning with a highly inbred populations of Drosophila melanogaster, new mutations that accumulated in experiments of two females and two males or of one female and one male each generation for 52 generations did not cause a decline in progeny numbers over time. Only two lines went extinct among 52 tested lines. In three of four experiments there was a significant increase in progeny numbers over time (mutational firm up), which had to be due to new beneficial, compensatory, overdominant, or back mutations.",2013,R C Woodruff
"Biochemical properties, expression profiles, and tissue localization of orthologous acetylcholinesterase-2 in the mosquito, Anopheles gambiae",23267863,10.1016/j.ibmb.2012.12.005,"Acetylcholinesterases (AChEs) catalyze the hydrolysis of acetylcholine, a neurotransmitter for cholinergic neurotransmission in animals. Most insects studied so far possess two AChE genes: ace-1 paralogous and ace-2 orthologous to Drosophila melanogaster ace. We characterized the catalytic domain of Anopheles gambiae AChE1 in a previous study (Jiang et al., 2009) and report here biochemical properties of A. gambiae AChE2 expressed in Sf9 cells. An unknown protease in the expression system cleaved the recombinant AChE2 next to Arg(110), yielding two non-covalently associated polypeptides. A mixture of the intact and cleaved AChE2 had a specific activity of 72.3 U/mg, much lower than that of A. gambiae AChE1 (523 U/mg). The order of V(max)/K(M) values for the model substrates was acetylthiocholine > propionylthiocholine ≈ acetyl-(β-methyl)thiocholine > butyrylthiocholine. The IC(50)'s for eserine, carbaryl, BW284C51, paraoxon and malaoxon were 1.32, 13.6, 26.8, 192 and 294 nM, respectively. A. gambiae AChE2 bound eserine and carbaryl stronger than paraoxon and malaoxon, whereas eserine and malaoxon modified the active site Ser(232) faster than carbaryl or paraoxon did. Consequently, the k(i)'s were 1.173, 0.245, 0.029 and 0.018 μM(-1)min(-1) for eserine, carbaryl, paraoxon and malaoxon, respectively. Quantitative polymerase chain reactions showed a similar pattern of ace-1 and ace-2 expression. Their mRNAs were abundant in early embryos, greatly decreased in late embryos, larvae, pupae, and pharate adult, and became abundant again in adults. Both transcripts were higher in head and abdomen than thorax of adults and higher in male than female mosquitoes. Transcript levels of ace-1 were 1.9- to 361.8-fold higher than those of ace-2, depending on developmental stages and body parts. Cross-reacting polyclonal antibodies detected AChEs in adult brains, thoracic ganglia, and genital/rectal area. Activity assays, immunoblotting, and tandem mass spectrometric analysis indicated that A. gambiae AChE1 is responsible for most of acetylthiocholine hydrolysis in the head extracts. Taken together, these data indicate that A. gambiae AChE2 may play a less significant role than AChE1 does in the mosquito nervous system.",2013,"Yang Wang, Picheng Zhao, Haobo Jiang"
Aurora A kinase negatively regulates Rho-kinase by phosphorylation in vivo,23685146,10.1016/j.bbrc.2013.05.028,"Aurora-A kinase (AurA) is a key regulator of cellular processes involving microtubules. It has also been implicated in actin-dependent events, but the mechanisms that underlie the processes are not fully understood. Here we provide genetic and biochemical evidence suggesting that AurA negatively regulates Drok, the only known Rho-kinase orthologue in Drosophila. AurA directly phosphorylates Drok in vitro, and the overexpression of the nonphosphorylatable forms of Drok in vivo causes similar, but much stronger effects than that of wild-type Drok. The defects induced by the nonphosphorylatable forms of Drok are compensated by reducing the function of myosin downstream. Thus, phosphorylation of Drok by AurA normally suppresses Drok activity. We propose that AurA directly regulates actin-dependent processes by phosphorylating Rho-kinase.",2013,"Woongjoon Moon, Fumio Matsuzaki"
"Isolation, sequencing, and disruption of the yeast CKA2 gene: casein kinase II is essential for viability in Saccharomyces cerevisiae",2196445,10.1128/mcb.10.8.4089,"Casein kinase II of Saccharomyces cerevisiae contains two distinct catalytic subunits, alpha and alpha', which are encoded by the CKA1 and CKA2 genes, respectively. Null mutations in the CKA1 gene do not confer a detectable phenotype (J. L.-P. Chen-Wu, R. Padmanabha, and C. V. C. Glover, Mol. Cell. Biol. 8:4981-4990, 1988), presumably because of the presence of the CKA2 gene. We report here the cloning, sequencing, and disruption of the CKA2 gene. The alpha' subunit encoded by the CKA2 gene is 60% identical to the CKA1-encoded alpha subunit and 55% identical to the Drosophila alpha subunit (A. Saxena, R. Padmanabha, and C. V. C. Glover, Mol. Cell. Biol. 7:3409-3417, 1987). Deletions of the CKA2 gene were constructed by gene replacement techniques. Haploid cells in which the CKA2 gene alone is disrupted show no detectable phenotype, but haploid cells carrying disruptions in both the CKA1 and CKA2 genes are inviable. Cells in which casein kinase II activity is depleted increase substantially in size prior to growth arrest, and a significant fraction of the arrested cells exhibit a pseudomycelial morphology. Disruption of the activity also results in flocculation. Yeast strains lacking both endogenous catalytic subunit genes can be rescued by expression of the alpha and beta subunits of Drosophila casein kinase II or by expression of the Drosophila alpha subunit alone, suggesting that casein kinase II function has been conserved through evolution.",1990,"C V Glover, J L Chen-Wu, D E Hanna, R Padmanabha"
A genetic basis for the inviability of hybrids between sibling species of Drosophila,2108905,,"A mutation of Drosophila melanogaster whose only known effect is the rescue of otherwise lethal interspecific hybrids has been characterized. This mutation, Hmr, maps to 1-31.84 (9D1-9E4). Hmr may be the consequence of a P element insertion. It rescues hybrid males from the cross of D. melanogaster females to males of its three sibling species, D. simulans, D. mauritiana and D. sechellia. This rescue is recessive, since hybrid males that carry both Hmr and a duplication expected to be Hmr+ are not rescued. Hmr also rescues the otherwise inviable female hybrids from the cross of compound-X D. melanogaster females to males of its sibling species. This rescue is also recessive, since a compound-X heterozygous for Hmr does not rescue. Another mutation, discovered on the In(1)AB chromosome of D. melanogaster, is also found to rescue normally inviable species hybrids: unlike Hmr, however, In(1)AB rescues hybrid females from the cross of In(1)AB/Y males to sibling females, as well as hybrid males from the cross of In(1)AB females to sibling males. These data are interpreted on the basis of a model for the genetic basis of hybrid inviability of complementary genes.",1990,"P Hutter, M Ashburner, J Roote"
"Heat sensitivity and protein synthesis during heat-shock in the tobacco hornworm, Manduca sexta",2292612,10.1007/BF01075665,"Fifth instar larvae of the tobacco hornworm, Manduca sexta, tolerate 1-h exposures to temperatures as high as 42 degrees C. Above 42 degrees C, survival declines rapidly to 18% at 44 degrees C and 0% at 48 degrees C. As in other insects, the heat-shock response of Manduca sexta involves the induction of synthesis of heat-shock proteins very similar in size to the Drosophila heat-shock proteins (84, 73, 71, 27, 25, 23, and 22 kd). In the epidermis, heat-shock protein synthesis peaks at 42 degrees C, correlating with the heat sensitivity of both the tissue itself and the intact larva. Some heat-shock proteins have different isoelectric forms depending on tissue. Also, the heat-shock proteins are synthesized over a wider range of temperatures in the imaginal discs and the fat body as compared to the epidermis. In contrast to dipteran insects, Manduca sexta does not exhibit a strong repression of non-heat-shock protein synthesis under tolerable conditions.",1990,"L M Riddiford, C M Fittinghoff"
Opsin of Calliphora peripheral photoreceptors R1-6. Homology with Drosophila Rh1 and posttranslational processing,1698782,,"The rhodopsin and metarhodopsin states of two very distantly related fly species (Calliphora and Drosophila) are found to exhibit no species-specific differences in their absorbance spectra. Isolation and characterization of cDNAs encoding the major opsin of Calliphora reveal a high (86%) degree of amino acid identity with the corresponding Drosophila visual pigment. Completely conserved is the third cytoplasmic loop which displays the major structural differences with the vertebrate photopigments. Other conserved motifs are six potential phosphorylation sites in the C-terminal region of the molecule and two potential glycosylation sites in the extracellular domains at positions Asn18 and Asn194, respectively. Interestingly, unlike vertebrate visual pigments, only newly synthesized fly opsin is N-glycosylated, while the mature protein is not. The conserved structure of the cytoplasmic loops suggests that the molecular mechanism for the activation of the transduction cascade is precisely the same in Drosophila and in Calliphora. Thus, data obtained by investigating the biochemistry of rhodopsin-related processes in larger flies may be integrated with the results of genetic experiments in Drosophila into a common model of invertebrate phototransduction.",1990,"R Paulsen, A Huber, D P Smith, C S Zuker"
"The chorion genes of the medfly, Ceratitis capitata, I: Structural and regulatory conservation of the s36 gene relative to two Drosophila species",1692403,10.1093/nar/18.7.1731,"We have used low stringency screening with the Drosophila melanogaster s36 chorion gene to recover its homologue from genomic and cDNA libraries of the medfly, Ceratitis capitata. The same gene has also been recovered from a genomic library of D. virilis. The medfly s36 gene shows similar developmental specificity as in Drosophila (early choriogenesis). It is also specifically amplified in ovarian follicles; this is the first report of chorion gene amplification outside the genus Drosophila. Alignments of s36 sequences from three species show that, in addition to its regulatory conservation, the s36 gene is extensively conserved in sequence, in a region corresponding to a central protein domain, and in short regions of 5' flanking DNA that might correspond to cis-regulatory elements.",1990,"F C Kafatos, P P Tolias, K Komitopoulou, C Swimmer, D L King, M Konsolaki"
[The occurrence of Diptera in living quarters],2127165,,"More than 150 species of Diptera belonging to 46 families were caught in a flat in the outskirts of Berlin between April and October 1986. 2148 specimens were collected. Fannia canicularis was the most frequent species with 726 specimens. Drosophila melanogaster, Culex pipiens, Lucilia sericata, Sarcophaga carnaria, Calliphora vicina, Muscina stabulans and Fannia manicata were other important synanthropic flies, which inclusively Fannia canicularis amounted 55% of the total catching rate. The remaining species of Diptera have only an insignificant medical importance, because of the random occurrence in flats or of their small size. A brief assessment of the sanitary important species is given.",1990,H Schumann
Cloning of the mitochondrial genome of Anopheles quadrimaculatus,2134168,10.1002/arch.940140104,"The entire 15 kilobase (kb) Anopheles quadrimaculatus mitochondrial DNA (mtDNA) was cloned as three EcoRI fragments in a bacteriophage vector and then subcloned into plasmid vectors. The cloned DNA was physically mapped with restriction endonucleases, and the maps were compared to the restriction patterns of native A. quadrimaculatus mtDNA. Several genes were mapped by sequencing the ends of A. quadrimaculatus mtDNA subclones and by hybridization with the previously characterized Aedes albopictus mtDNA clones. These portions of the genetic map were identical in gene order to those of Drosophila yakuba. The predicted amino acid sequence of the protein coding regions that were sequenced were between 72% and 98% homologous to D. yakuba. The cloned mtDNA will be useful as a probe for population genetic analysis of mosquitoes.",1990,"S E Mitchell, J A Seawright, A F Cockburn"
Homologies between the amino acid sequences of some vertebrate peptide hormones and peptides isolated from invertebrate sources,2184989,10.1016/0305-0491(90)90003-c,"1. The 4K-prothoracicotropic hormone (PTTH) or bombyxin and the melanization-reddish coloration hormone of the silkworm Bombyx mori resemble insulin and insulin-like growth factors. 2. The family of adipokinetic/red pigment concentrating hormones has some similarity with glucagon. 3. Members of the FMRFamide family are found in vertebrates as well as in invertebrates. 4. In Locusta, a molecule immunologically and biologically related to amphibian melanophore stimulating hormone has been partially characterized. 5. Enkephalins and enkephalin-related peptides occur in insects and other invertebrates. 6. Peptides belonging to the tachykinin family have been isolated from molluscan (Octopus) salivary glands and from insect nervous tissue (Locusta migratoria). 7. Invertebrate arginine-vasotocin homologs have been isolated from an insect (Locusta migratoria) and from a mollusc (Conus). 8. In Leucophaea, Locusta and Drosophila, peptides resembling those of the vertebrate gastrin/cholecystokinin family have been identified. 9. As the number of different neuro-/gut peptides with possible function(s) as hormone, neurotransmitter or neuromodulator is now estimated to be of the order of a few hundred, more similarities will probably show up in the near future.",1990,"A De Loof, L Schoofs"
Genetic variation for oviposition behavior in Drosophila melanogaster. I. Quantitative genetic analysis of insertion behavior,2126925,10.1007/BF01065876,"The genetic basis of egg insertion behavior was analyzed in two Drosophila melanogaster strains (N and E strain), which were homozygous for the Slow allele of the alcohol dehydrogenase locus. The E strain had been selected for increased tolerance to ethanol. This study originated from the observation that nearly all of the eggs laid by females of the E strain were inserted, while in the control strain (N strain) which was kept on regular food, considerable variation for egg insertion occurred. Crosses between the E and the N strains were made, and quantitative genetic tests were performed. It was shown that the inheritance of egg insertion is polygenic, some of the genes are probably sex linked, and in-laying is partly dominant over on-laying. The heritability of the trait, derived from mother-daughter regression analysis, was .59 +/- .18. The repeatability was high. Bidirectional selection in the E strain was unsuccessful, but an asymmetrical response to selection was obtained in the N strain and in lines derived from crosses between the N and the E strains. Selection for in-laying was more successful than for on-laying. The realized heritability in the former lines was .35 +/- .10.",1990,"W van Delden, A Kamping"
