title,pmid,doi,abstract,year,authors
A phylogenetic examination of host use evolution in the quinaria and testacea groups of Drosophila,30366088,10.1016/j.ympev.2018.10.027,"Adaptive radiations provide an opportunity to examine complex evolutionary processes such as ecological specialization and speciation. While a well-resolved phylogenetic hypothesis is critical to completing such studies, the rapid rates of evolution in these groups can impede phylogenetic studies. Here we study the quinaria and testacea species groups of the immigrans-tripunctata radiation of Drosophila, which represent a recent adaptive radiation and are a developing model system for ecological genetics. We were especially interested in understanding host use evolution in these species. In order to infer a phylogenetic hypothesis for this group we sampled loci from both the nuclear genome and the mitochondrial DNA to develop a dataset of 43 protein-coding loci for these two groups along with their close relatives in the immigrans-tripunctata radiation. We used this dataset to examine their evolutionary relationships along with the evolution of feeding behavior. Our analysis recovers strong support for the monophyly of the testacea but not the quinaria group. Results from our ancestral state reconstruction analysis suggests that the ancestor of the testacea and quinaria groups exhibited mushroom-feeding. Within the quinaria group, we infer that transition to vegetative feeding occurred twice, and that this transition did not coincide with a genome-wide change in the rate of protein evolution.",2019,"Laura K Reed, Kelly A Dyer, Brooke E White, Clare H Scott Chialvo"
Altered Notch Signaling in Developing Molar Teeth of Pituitary Adenylate Cyclase-Activating Polypeptide (PACAP)-Deficient Mice,30094580,10.1007/s12031-018-1146-7,"Pituitary adenylate cyclase-activating polypeptide (PACAP) is a neuropeptide with neuroprotective and neurotrophic effects. This suggests its influence on the development of teeth, which are, similarly to the nervous system, ectoderm and neural crest derivatives. Our earlier studies have shown morphological differences between wild-type (WT) and PACAP-deficient mice, with upregulated sonic hedgehog (SHH) signaling in the lack of PACAP. Notch signaling is a key element of proper tooth development by regulating apoptosis and cell proliferation. In this study, our main goal was to evaluate the possible effects of PACAP on Notch signaling pathway. Immunohistochemical staining was performed of Notch receptors (Notch1, 2, 3, 4), their ligands [delta-like protein (DLL)1, 3, 4, Jagged1, 2], and intracellular target molecules [CSL (CBF1 humans/Su (H) Drosophila/LAG1 Caenorhabditis elegans transcription factor); TACE (TNF-α converting enzyme), NUMB] in molar teeth of 5-day-old WT, and homozygous and heterozygous PACAP-deficient mice. We measured immunopositivity in the enamel-producing ameloblasts and dentin-producing odontoblasts. Notch2 receptor and DLL1 expression were elevated in ameloblasts of PACAP-deficient mice compared to those in WT ones. The expression of CSL showed similar results both in the ameloblasts and odontoblasts. Jagged1 ligand expression was elevated in the odontoblasts of homozygous PACAP-deficient mice compared to WT mice. Other Notch pathway elements did not show significant differences between the genotype groups. The lack of PACAP leads to upregulation of Notch pathway elements in the odontoblast and ameloblast cells. The underlying molecular mechanisms are yet to be elucidated; however, we propose SHH-dependent and independent processes. We hypothesize that this compensatory upregulation of Notch signaling by the lack of PACAP could represent a salvage pathway in PACAP-deficient animals.",2019,"H Hashimoto, B Sandor, R Zakany, E Karanyicz, B Gaszner, B D Fulop, D Reglodi, T Juhasz, A Tamas, E Szentleleky"
Staufen2-mediated RNA recognition and localization requires combinatorial action of multiple domains,30971701,10.1038/s41467-019-09655-3,"Throughout metazoans, Staufen (Stau) proteins are core factors of mRNA localization particles. They consist of three to four double-stranded RNA binding domains (dsRBDs) and a C-terminal dsRBD-like domain. Mouse Staufen2 (mStau2)-like Drosophila Stau (dmStau) contains four dsRBDs. Existing data suggest that only dsRBDs 3-4 are necessary and sufficient for mRNA binding. Here, we show that dsRBDs 1 and 2 of mStau2 bind RNA with similar affinities and kinetics as dsRBDs 3 and 4. While RNA binding by these tandem domains is transient, all four dsRBDs recognize their target RNAs with high stability. Rescue experiments in Drosophila oocytes demonstrate that mStau2 partially rescues dmStau-dependent mRNA localization. In contrast, a rescue with mStau2 bearing RNA-binding mutations in dsRBD1-2 fails, confirming the physiological relevance of our findings. In summary, our data show that the dsRBDs 1-2 play essential roles in the mRNA recognition and function of Stau-family proteins of different species.",2019,"Imre Gáspár, Jan-Niklas Tants, Johannes Günther, Dierk Niessing, Anne Ephrussi, Sandra M Fernandez Moya, Robert Janowski, Simone Heber, Michael Sattler"
Effect of Light Exposure upon Food Consumption and Brain Size in Dark-Flies (Drosophila melanogaster),31770768,10.1159/000504121,"While reducing the investment in the visual system of nocturnal/cave-dwelling species appears to be an evolutionarily stable strategy in response to the difficulty of locating food in the dark, relying on visual information for diurnal species is crucial for their survival and reproduction. However, the manner in which species evolve and adapt to the energetic demands placed upon them by environmental changes is not perfectly understood. In particular, if life in the dark is associated with a reduction in energetic demand, would relocation to a well-lit environment increase energetic demand? This question has a bearing upon our understanding of factors that influence the ability of species to adapt to new habitats. After observing that a sub-population of ""Dark-flies"" (i.e., fruit flies bred in the dark for more than 60 years) has been selected with a larger visual system (optic lobes) and brain over the course of being maintained in normal lighting conditions for 3 years (DFLight), we used the CAFÉ assay method to investigate the differences in the two strains' energetic demands in the present study. We therefore measured brain size, body size, and food consumption in Dark-flies, DFLight, and Oregon flies (i.e., the fly species most genetically similar to Dark-flies). We found that the DFLight consumed more food solution than the Dark-flies, which correlates with that strain's larger brain size and improved visual capability compared to the Dark-flies. In addition, and although the -Oregon flies initially consumed less food solution than the DFLight, the amount consumed by these two strains by the end of the CAFÉ assay was approximately the same. This suggests that the Dark-flies have adapted their metabolism or feeding strategies in response to a dark environment. Our investigation therefore provides empirical evidence elucidating the manner in which energetic demands change in response to environmental changes and the cross-generational effect upon sensory-system investment.",2019,"Thomas Carle, Alban Guillet, Antonia Stergiou"
Studying Interactions between the Mod(mdg4)-67.2 Protein and Other Mod(mdg4) Isoforms in the Embryonic Cells of Drosophila melanogaster,31367815,10.1134/S1607672919030049,"It is found that, in embryonic D. melanogaster cells, Mod(mdg4) protein isoforms can interact with each other through BTB domains. However, this nonspecific interaction is destroyed as a result of recruitment of protein complexes to the chromatin sites.",2019,"Academician P G Georgiev, A K Golovnin, M V Kostyuchenko, L S Melnikova"
Neural stem cell dynamics: the development of brain tumours,31330360,10.1016/j.ceb.2019.06.001,"Determining the premalignant lesions that develop into malignant tumours remains a daunting task. Brain tumours are frequently characterised by a block in differentiation, implying that normal developmental pathways become hijacked during tumourigenesis. However, the heterogeneity of stem cells and their progenitors in the brain suggests there are many potential routes to tumour initiation. Studies in Drosophila melanogaster have enhanced our understanding of the tumourigenic potential of distinct cell types in the brain. Here we review recent studies that have improved our knowledge of neural stem cell behaviour during development and in brain tumour models.",2019,"Anna E Hakes, Andrea H Brand"
LOVIT Is a Putative Vesicular Histamine Transporter Required in Drosophila for Vision,31042461,10.1016/j.celrep.2019.04.024,"Classical fast neurotransmitters are loaded into synaptic vesicles and concentrated by the action of a specific vesicular transporter before being released from the presynaptic neuron. In Drosophila, histamine is distributed mainly in photoreceptors, where it serves as the main neurotransmitter for visual input. In a targeted RNAi screen for neurotransmitter transporters involved in concentrating photoreceptor synaptic histamine, we identified an SLC45 transporter protein, LOVIT (loss of visual transmission). LOVIT is prominently expressed in photoreceptor synaptic vesicles and is required for Drosophila visual neurotransmission. Null mutations of lovit severely reduced the concentration of histamine in photoreceptor terminals. These results demonstrate a LOVIT-dependent mechanism, maintaining the synaptic concentration of histamine, and provide evidence for a histamine vesicular transporter besides the vesicular monoamine transporter (VMAT) family.",2019,"Ying Xu, Tao Wang"
Larvae of Drosophila melanogaster exhibit transcriptional activation of immune response pathways and antimicrobial peptides during recovery from supercooling stress,30660665,10.1016/j.ibmb.2019.01.006,"The biochemical and molecular mechanisms underlying insect cold acclimation prior to cold stress are relatively well explored, but the mechanisms linked to recovery and repair after cold stress have received much less attention. Here we focus on recovery from cold stress in the larvae of the vinegar fly (Drosophila melanogaster) that were exposed to two physiologically distinct cold stress situations: supercooling (S, survival > 95%) and freezing (F, survival < 10%), both at -5 °C. We analysed the metabolic and transcriptomic responses to cold stress via GC-MS/LC-MS and whole-genome microarrays, respectively. Both stresses (S and F) caused metabolic perturbations which were transient in supercooled larvae but deeper and irreversible in frozen larvae. Differential gene expression analysis revealed a clear disparity in responses to supercooling and freezing (less than 10% of DE genes overlapped between S and F larvae). Using GO term enrichment analysis and KEGG pathway mapping, we identified the stimulation of immune response pathways as a strong candidate mechanism for coping with supercooling. Supercooling caused complex transcriptional activation of innate immunity potential: from Lysozyme-mediated degradation of bacterial cell walls, recognition of pathogen signals, through phagocytosis and lysosomal degradation, Toll and Imd signaling, to upregulation of genes coding for different antimicrobial peptides. The transcriptomic response to freezing was instead dominated by degradation of macromolecules and death-related processes such as autophagy and apoptosis. Of the 45 upregulated DE genes overlapping in responses to supercooling and freezing, 26 were broadly ascribable to defense and repair functions.",2019,"Rodolphe Poupardin, Martin Moos, Tomáš Štětina, Petr Šimek, Petr Šmilauer, Vladimír Koštál"
Cellular labeling of endogenous retrovirus replication (CLEVR) reveals de novo insertions of the gypsy retrotransposable element in cell culture and in both neurons and glial cells of aging fruit flies,31095565,10.1371/journal.pbio.3000278,"Evidence is rapidly mounting that transposable element (TE) expression and replication may impact biology more widely than previously thought. This includes potential effects on normal physiology of somatic tissues and dysfunctional impacts in diseases associated with aging, such as cancer and neurodegeneration. Investigation of the biological impact of mobile elements in somatic cells will be greatly facilitated by the use of donor elements that are engineered to report de novo events in vivo. In multicellular organisms, reporter constructs demonstrating engineered long interspersed nuclear element (LINE-1; L1) mobilization have been in use for quite some time, and strategies similar to L1 retrotransposition reporter assays have been developed to report replication of Ty1 elements in yeast and mouse intracisternal A particle (IAP) long terminal repeat (LTR) retrotransposons in cultivated cells. We describe a novel approach termed cellular labeling of endogenous retrovirus replication (CLEVR), which reports replication of the gypsy element within specific cells in vivo in Drosophila. The gypsy-CLEVR reporter reveals gypsy replication both in cell culture and in individual neurons and glial cells of the aging adult fly. We also demonstrate that the gypsy-CLEVR replication rate is increased when the short interfering RNA (siRNA) silencing system is genetically disrupted. This CLEVR strategy makes use of universally conserved features of retroviruses and should be widely applicable to other LTR retrotransposons, endogenous retroviruses (ERVs), and exogenous retroviruses.",2019,"Lisa Prazak, Yung-Heng Chang, Josh Dubnau, Richard M Keegan"
Mbt/PAK4 together with SRC modulates N-Cadherin adherens junctions in the developing Drosophila eye,30885947,10.1242/bio.038406,"Tissue morphogenesis is accompanied by changes of adherens junctions (AJ). During Drosophila eye development, AJ reorganization includes the formation of isolated N-Cadherin AJ between photoreceptors R3/R4. Little is known about how these N-Cadherin AJ are established and maintained. This study focuses on the kinases Mbt/PAK4 and SRC, both known to alter E-Cadherin AJ across phyla. Drosophila p21-activated kinase Mbt and the non-receptor tyrosine kinases Src64 and Src42 regulate proper N-Cadherin AJ. N-Cadherin AJ elongation depends on SRC kinase activity. Cell culture experiments demonstrate binding of both Drosophila SRC isoforms to N-Cadherin and its subsequent tyrosine phosphorylation. In contrast, Mbt stabilizes but does not bind N-Cadherin in vitro Mbt is required in R3/R4 for zipping the N-Cadherin AJ between these cells, independent of its kinase activity and Cdc42-binding. The mbt phenotype can be reverted by mutations in Src64 and Src42 Because Mbt neither directly binds to SRC proteins nor has a reproducible influence on their kinase activity, the conclusion is that Mbt and SRC signaling converge on N-Cadherin. N-Cadherin AJ formation during eye development requires a proper balance between the promoting effects of Mbt and the inhibiting influences of SRC kinases.",2019,Stephanie M Pütz
Stress-related hormones affect carbohydrate metabolism in Drosophila females,30793357,10.1002/arch.21540,"A highly conservative insulin signaling pathway, stable work of which is indicated by carbohydrates metabolism, is also known to play an important role in the control of stress resistance. Here we demonstrate that exposure to heat stress leads to a rise in the levels of trehalose and glucose in females of Drosophila melanogaster, but does not affect the expression level of the trehalase (Treh) gene. We have shown that the rise in juvenile hormone (JH) and dopamine decreases levels of both carbohydrates under the normal conditions but brings them to values close to normal following the stress exposure. The data obtained suggest that (a) dopamine and JH involved in the neuroendocrine stress reaction in D. melanogaster also take part in the regulation of carbohydrates metabolism, tending to normalize it after stress; (b) the regulation of trehalose content under stress does not occur at the level of transcription of the degrading enzyme.",2019,"Darya S Pirozhkova, Nataly E Gruntenko, Margarita A Eremina, Evgenia K Karpova"
Enabling cell-type-specific behavioral epigenetics in Drosophila: a modified high-yield INTACT method reveals the impact of social environment on the epigenetic landscape in dopaminergic neurons,30967153,10.1186/s12915-019-0646-4,"Background: Epigenetic mechanisms play fundamental roles in brain function and behavior and stressors such as social isolation can alter animal behavior via epigenetic mechanisms. However, due to cellular heterogeneity, identifying cell-type-specific epigenetic changes in the brain is challenging. Here, we report the first use of a modified isolation of nuclei tagged in specific cell type (INTACT) method in behavioral epigenetics of Drosophila melanogaster, a method we call mini-INTACT. Results: Using ChIP-seq on mini-INTACT purified dopaminergic nuclei, we identified epigenetic signatures in socially isolated and socially enriched Drosophila males. Social experience altered the epigenetic landscape in clusters of genes involved in transcription and neural function. Some of these alterations could be predicted by expression changes of four transcription factors and the prevalence of their binding sites in several clusters. These transcription factors were previously identified as activity-regulated genes, and their knockdown in dopaminergic neurons reduced the effects of social experience on sleep. Conclusions: Our work enables the use of Drosophila as a model for cell-type-specific behavioral epigenetics and establishes that social environment shifts the epigenetic landscape in dopaminergic neurons. Four activity-related transcription factors are required in dopaminergic neurons for the effects of social environment on sleep.",2019,"Pavan Agrawal, Clement Kent, Ulrike Heberlein, Phuong Chung"
Mechanism of Acetic Acid Gustatory Repulsion in Drosophila,30726729,10.1016/j.celrep.2019.01.042,"The decision to consume or reject a food based on the degree of acidity is critical for animal survival. However, the gustatory receptors that detect sour compounds and influence feeding behavior have been elusive. Here, using the fly, Drosophila melanogaster, we reveal that a member of the ionotropic receptor family, IR7a, is essential for rejecting foods laced with high levels of acetic acid. IR7a is dispensable for repulsion of other acidic compounds, indicating that the gustatory sensation of acids occurs through a repertoire rather than a single receptor. The fly's main taste organ, the labellum, is decorated with bristles that house dendrites of gustatory receptor neurons (GRNs). IR7a is expressed in a subset of bitter GRNs rather than GRNs dedicated to sour taste. Our findings indicate that flies taste acids through a repertoire of receptors, enabling them to discriminate foods on the basis of acid composition rather than just pH.",2019,"Jiun Sang, Craig Montell, Seeta Poudel, Youngseok Lee, Suman Rimal, Dhananjay Thakur"
A Distinct Visual Pathway Mediates High-Intensity Light Adaptation of the Circadian Clock in Drosophila,30606757,10.1523/JNEUROSCI.1497-18.2018,"To provide organisms with a fitness advantage, circadian clocks have to react appropriately to changes in their environment. High-intensity (HI) light plays an essential role in the adaptation to hot summer days, which especially endanger insects of desiccation or prey visibility. Here, we show that solely increasing light intensity leads to an increased midday siesta in Drosophila behavior. Interestingly, this change is independent of the fly's circadian photoreceptor cryptochrome and is solely caused by a small visual organ, the Hofbauer-Buchner eyelets. Using receptor knock-downs, immunostaining, and recently developed calcium tools, we show that the eyelets activate key core clock neurons, namely the s-LNvs, at HI. This activation delays the decrease of PERIOD (PER) in the middle of the day and propagates to downstream target clock neurons that prolong the siesta. We show a new pathway for integrating light-intensity information into the clock network, suggesting new network properties and surprising parallels between Drosophila and the mammalian system.SIGNIFICANCE STATEMENT The ability of animals to adapt to their ever-changing environment plays an important role in their fitness. A key player in this adaptation is the circadian clock. For animals to predict the changes of day and night, they must constantly monitor, detect and incorporate changes in the environment. The appropriate incorporation and reaction to high-intensity (HI) light is of special importance for insects because they might suffer from desiccation during hot summer days. We show here that different photoreceptors have specialized functions to integrate low-intensity, medium-intensity, or HI light into the circadian system in Drosophila These results show surprising parallels to mammalian mechanisms, which also use different photoreceptor subtypes to respond to different light intensities.",2019,"Michael Rosbash, Charlotte Helfrich-Förster, Matthias Schlichting, Pamela Menegazzi"
An essential role of the mouse synapse-associated protein Syap1 in circuits for spontaneous motor activity and rotarod balance,31118165,10.1242/bio.042366,"Synapse-associated protein 1 (Syap1) is the mammalian homologue of synapse-associated protein of 47 kDa (Sap47) in Drosophila Genetic deletion of Sap47 leads to deficiencies in short-term plasticity and associative memory processing in flies. In mice, Syap1 is prominently expressed in the nervous system, but its function is still unclear. We have generated Syap1 knockout mice and tested motor behaviour and memory. These mice are viable and fertile but display distinct deficiencies in motor behaviour. Locomotor activity specifically appears to be reduced in early phases when voluntary movement is initiated. On the rotarod, a more demanding motor test involving control by sensory feedback, Syap1-deficient mice dramatically fail to adapt to accelerated speed or to a change in rotation direction. Syap1 is highly expressed in cerebellar Purkinje cells and cerebellar nuclei. Thus, this distinct motor phenotype could be due to a so-far unknown function of Syap1 in cerebellar sensorimotor control. The observed motor defects are highly specific since other tests in the modified SHIRPA exam, as well as cognitive tasks like novel object recognition, Pavlovian fear conditioning, anxiety-like behaviour in open field dark-light transition and elevated plus maze do not appear to be affected in Syap1 knockout mice.",2019,"Robert Blum, Michael Sendtner, Dominique Schmitt, Thomas Rülicke, Erich Buchner, Cora R von Collenberg"
Experimental and Theoretical Evidence for Bidirectional Signaling via Core Planar Polarity Protein Complexes in Drosophila,31254741,10.1016/j.isci.2019.06.021,"In developing tissues, sheets of cells become planar polarized, enabling coordination of cell behaviors. It has been suggested that ""signaling"" of polarity information between cells may occur either bidirectionally or monodirectionally between the molecules Frizzled (Fz) and Van Gogh (Vang). Using computational modeling we find that both bidirectional and monodirectional signaling models reproduce known non-autonomous phenotypes derived from patches of mutant tissue of key molecules but predict different phenotypes from double mutant tissue, which have previously given conflicting experimental results. Furthermore, we re-examine experimental phenotypes in the Drosophila wing, concluding that signaling is most likely bidirectional. Our modeling suggests that bidirectional signaling can be mediated either indirectly via bidirectional feedbacks between asymmetric intercellular protein complexes or directly via different affinities for protein binding in intercellular complexes, suggesting future avenues for investigation. Our findings offer insight into mechanisms of juxtacrine cell signaling and how tissue-scale properties emerge from individual cell behaviors.",2019,"Katherine H Fisher, David Strutt, Alexander G Fletcher"
Genetic studies in Drosophila: vesicle pools and cytoskeleton-based regulation of synaptic transmission,11192639,10.1097/00001756-200012180-00002,"Presynaptic plasticity mechanisms rely on modulation of the synaptic vesicle fusion machinery and the regulated mobilization of synaptic vesicles at the active zone. This review discusses recent evidence suggesting that the relative proportions of synaptic vesicles in the reserve and ready releasable pools is the primary determinant of synaptic transmission strength, and that transport of vesicles between these pools is mediated by cytoskeletal mechanisms. Recent efforts to identify the molecules required for regulation of the presynaptic cytoskeleton suggest that common mechanisms may exist to regulate synaptic vesicle pools in widely divergent neuronal types, ranging from synaptic modulation at the Drosophila neuromuscular junction to the synaptic plasticity required for learning and memory in the mammalian brain.",2000,"C K Rodesch, K Broadie"
Mutations in the beta-propeller domain of the Drosophila brain tumor (brat) protein induce neoplasm in the larval brain,10949924,10.1038/sj.onc.1203706,"Inactivation of both alleles of the fruit fly D. melanogaster brain tumor (brat) gene results in the production of a tumor-like neoplasm in the larval brain, and lethality in the larval third instar and pupal stages. We cloned the brat gene from a transposon-tagged allele and identified its gene product. brat encodes for an 1037 amino acid protein with an N-terminal B-boxl zinc finger followed by a B-box2 zinc finger, a coiled-coil domain, and a C-terminal beta-propeller domain with six blades. All these motifs are known to mediate protein-protein interactions. Sequence analysis of four brat alleles revealed that all of them are mutated at the beta-propeller domain. The clustering of mutations in this domain strongly suggests that it has a crucial role in the normal function of Brat, and defines a novel protein motif involved in tumor suppression activity. The brat gene is expressed in the embryonic central and peripheral nervous systems including the embryonic brain. In third instar larva brat expression was detected in the larval central nervous system including the brain and the ventral ganglion, in two glands - the ring gland and the salivary gland, and in parts of the foregut - the gastric caecae and the proventriculus. A second brat-like gene was found in D. melanogaster, and homologs were identified in the nematode, mouse, rat, and human. Accumulated data suggests that Brat may regulate proliferation and differentiation by secretion/transport-mediated processes.",2000,"E Arama, Z Kimchie, A Shearn, D Dickman, Z Lev"
Studies of the murine DDB1 and DDB2 genes,10713455,10.1016/s0378-1119(00)00022-6,"Human DDB (Damaged DNA Binding protein) is a heterodimer of 48 and 127kDa subunits whose activity is absent from cell strains derived from a subset of Xeroderma Pigmentosum (XP) complementation group E individuals (Ddb(-)) [Keeney, S., Wein, H., and Linn, S., (1992). Mut. Res. 273, 49-56]. Whereas in vivo DNA repair appears to be compromised in both Ddb(-) and Ddb(+) XPE cells, DDB activity is not necessary for nucleotide excision repair (NER) in vitro. In this study, the presence of a specific UV-damaged DNA binding activity in mouse cell-free extracts that is comparable to the activity observed in HeLa cells was demonstrated. The mouse DDB2 cDNA, coding for DDB p48 subunit, was cloned and the partial genomic structure of DDB2 was obtained. A search of current databases revealed amino acid sequences of mouse and Drosophila predicted p127 homologues, but not of a Drosophila p48 homologue. The alignment of these higher eukaryotic p127 sequences uncovered the presence of three highly conserved domains in the p127 polypeptides which we hypothesize could function in DNA binding, transcription-transactivation, and protein-protein interaction, respectively.",2000,"S Linn, F Zolezzi"
Non-Mendelian segregation of sex chromosomes in heterospecific Drosophila males,10655222,,"Interspecific hybrids and backcrossed organisms generally suffer from reduced viability and/or fertility. To identify and genetically map these defects, we introgressed regions of the Drosophila sechellia genome into the D. simulans genome. A female-biased sex ratio was observed in 24 of the 221 recombinant inbred lines, and subsequent tests attributed the skew to failure of Y-bearing sperm to fertilize the eggs. Apparently these introgressed lines fail to suppress a normally silent meiotic drive system. Using molecular markers we mapped two regions of the Drosophila genome that appear to exhibit differences between D. simulans and D. sechellia in their regulation of sex chromosome segregation distortion. The data indicate that the sex ratio phenotype results from an epistatic interaction between at least two factors. We discuss whether this observation is relevant to the meiotic drive theory of hybrid male sterility.",2000,"A G Clark, E T Dermitzakis, J P Masly, H M Waldrip"
"Three zinc finger nuclear proteins, Sp1, Sp3, and a ZBP-89 homologue, bind to the cyclic adenosine monophosphate-responsive sequence of the bovine adrenodoxin gene and regulate transcription",10757983,10.1021/bi992298f,"Adrenocorticotropin acting through cyclic adenosine monophosphate (cAMP) regulates transcription of the bovine adrenodoxin (Adx) gene in the adrenal cortex. The bovine Adx cAMP-responsive transcription sequence (CRS) has previously been found to contain two consensus GC boxes. By use of nuclear extracts from adrenocortical cells, Sp1 and Sp3 are shown here to bind to CRS. Mutations designed to enhance the identification of additional CRS binding proteins by reducing Sp protein binding showed the presence of an additional DNA-binding protein (Adx factor). Adx factor binding is inhibited by the zinc-chelating agent, 1,10-o-phenanthroline, suggesting it might be a zinc finger protein. By a fractionation/renaturation technique the Adx factor in mouse Y1 adrenocortical cells was found to be in the size range of 106-115 kDa by gel mobility shift assay. On the basis of size, the CRS sequence to which it binds, and its tentative identification as a zinc finger protein, Adx factor has been identified as a Krüppel-like zinc finger protein (a mouse ZBP-89 homologue). Further mutagenesis of CRS demonstrates that it can further be divided into two similar cAMP-responsive elements, and elimination of ZBP-89 binding does not affect cAMP responsiveness of either. Expression of these three nuclear proteins in Drosophila SL2 cells has been used to decipher the role of Adx CRS binding proteins in regulating transcription. Sp1 and Sp3 confer basal transcriptional activities, yet only Sp1 confers cAMP-responsive activity. ZBP-89 represses basal transcriptional activity.",2000,"M R Waterman, Y Takahashi, P Y Cheng, N Kagawa"
Failure of pronuclear migration and repeated divisions of polar body nuclei associated with MTOC defects in polo eggs of Drosophila,10954431,,"The meiotic spindle of Drosophila oocytes is acentriolar but develops an unusual central microtubule organising centre (MTOC) at the end of meiosis I. In polo oocytes, this common central pole for the two tandem spindles of meiosis II was poorly organised and in contrast to wild-type failed to maintain its associated Pav-KLP motor protein. Furthermore, the polar body nuclei failed to arrest at metaphase, and the four products of female meiosis all underwent repeated haploid division cycles on anastral spindles. This was linked to a failure to form the astral array of microtubules with which the polar body chromosomes are normally associated. The MTOC associated with the male pronucleus was also defective in polo eggs, and the sperm aster did not grow. Migration of the female pronucleus did not take place and so a gonomeric spindle could not form. We discuss these findings in relation to the known roles of polo like kinases in regulating the behaviour of MTOCs.",2000,"G Callaini, M G Riparbelli, D M Glover"
The EGF and FGF receptors mediate neuroglian function to control growth cone decisions during sensory axon guidance in Drosophila,11163263,10.1016/s0896-6273(00)00150-1,"Cell adhesion molecules (CAMs) implement the process of axon guidance by promoting specific selection and attachment to substrates. We show that, in Drosophila, loss-of-function conditions of either the Neuroglian CAM, the FGF receptor coded by the gene heartless, or the EGF receptor coded by DER display a similar phenotype of abnormal substrate selection and axon guidance by peripheral sensory neurons. Moreover, neuroglian loss-of-function phenotype can be suppressed by the expression of gain-of-function conditions of heartless or DER. The results are consistent with a scenario where the activity of these receptor tyrosine kinases is controlled by Neuroglian at choice points where sensory axons select between alternative substrates for extension.",2000,"S Romani, F Jiménez, L García-Alonso"
Pontin52 and reptin52 function as antagonistic regulators of beta-catenin signalling activity,11080158,10.1093/emboj/19.22.6121,"In Wnt-stimulated cells, beta-catenin becomes stabilized in the cytoplasm, enters the nucleus and interacts with HMG box transcription factors of the lymphoid-enhancing factor-1 (LEF-1)/T-cell factor (TCF) family, thereby stimulating the transcription of specific target genes. We recently identified Pontin52 as a nuclear protein interacting with beta-catenin and the TATA-box binding protein (TBP), suggesting its involvement in regulating beta-catenin-mediated transactivation. Here, we report the identification of Reptin52 as an interacting partner of Pontin52. Highly homologous to Pontin52, Reptin52 likewise binds beta-catenin and TBP. Using reporter gene assays, we show that the two proteins antagonistically influence the transactivation potential of the beta-catenin-TCF complex. Furthermore, we demonstrate the evolutionary conservation of this mechanism in Drosophila. dpontin and dreptin are essential genes that act antagonistically in the control of Wingless signalling in vivo. These results indicate that the opposite action of Pontin52 and Reptin52 on beta-catenin-mediated transactivation constitutes an additional mechanism for the control of the canonical Wingless/Wnt pathway.",2000,"J Pradel, F Usseglio, D Aragnol, U Rothbächer, A Bauer, S Chauvet, R Kemler, O Huber"
Evolution of the prohormone convertases: identification of a homologue of PC6 in the protochordate amphioxus,10708868,10.1016/s0167-4838(99)00283-6,"Many of the protein precursors traversing the secretory pathway undergo cleavage at multibasic sites to generate their bioactive forms. The proprotein convertases (PCs), a family of subtilisin-like proteases, are the major endoproteases that serve this function. Genes encoding seven distinct members of this family have so far been characterized in vertebrates: furin, PC2, PC1/PC3, PC4, PACE4, PC5/PC6 and PC7/PC8/LPC. Multiple PC genes have also been cloned from a number of invertebrates, including Drosophila melanogaster and Caenorhabditis elegans. These findings suggest that gene duplication and diversification of the PCs have occurred throughout metazoan evolution. To investigate the structural and functional changes which have occurred during vertebrate development, we have analyzed the expression of PC genes in the protochordate amphioxus. We have previously shown that amphioxus express homologous PC2 and PC1/PC3 genes [Proc. Natl. Acad. Sci. USA 92 (1995) 3591]. Here we report the characterization of amphioxus cDNAs encoding proteases with a high degree of similarity to mammalian PC6. Three cDNAs encoding three PC6 isoforms differing only in their carboxy-terminal sequences were found, derived by alternative splicing. Two isoforms appear to be soluble enzymes, whereas the third contains a transmembrane hydrophobic segment and thus is likely to be membrane-bound. All three variants contain many repeats of a cysteine-rich motif that is found in several other PC family members. Thus, amphioxus, like the vertebrates, expresses two types of PCs, e.g., PC2 and PC1/PC3 which function in the regulated secretory pathway in neuroendocrine cells, and the more widely expressed PC6 which functions mainly in the constitutive pathway.",2000,"D F Steiner, A A Oliva Jr, S J Chan"
