title,pmid,doi,abstract,year,authors
Collective polarization model for gradient sensing via Dachsous-Fat intercellular signaling,24282293,10.1073/pnas.1307459110,"Dachsous-Fat signaling via the Hippo pathway influences proliferation during Drosophila development, and some of its mammalian homologs are tumor suppressors, highlighting its role as a universal growth regulator. The Fat/Hippo pathway responds to morphogen gradients and influences the in-plane polarization of cells and orientation of divisions, linking growth with tissue patterning. Remarkably, the Fat pathway transduces a growth signal through the polarization of transmembrane complexes that responds to both morphogen level and gradient. Dissection of these complex phenotypes requires a quantitative model that provides a systematic characterization of the pathway. In the absence of detailed knowledge of molecular interactions, we take a phenomenological approach that considers a broad class of simple models, which are sufficiently constrained by observations to enable insight into possible mechanisms. We predict two modes of local/cooperative interactions among Fat-Dachsous complexes, which are necessary for the collective polarization of tissues and enhanced sensitivity to weak gradients. Collective polarization convolves level and gradient of input signals, reproducing known phenotypes while generating falsifiable predictions. Our construction of a simplified signal transduction map allows a generalization of the positional value model and emphasizes the important role intercellular interactions play in growth and patterning of tissues.",2013,"Madhav Mani, Boris I Shraiman, Kenneth D Irvine, Sidhartha Goyal"
Primary cilium migration depends on G-protein signalling control of subapical cytoskeleton,23934215,10.1038/ncb2819,"In ciliated mammalian cells, the precise migration of the primary cilium at the apical surface of the cells, also referred to as translational polarity, defines planar cell polarity (PCP) in very early stages. Recent research has revealed a co-dependence between planar polarization of some cell types and cilium positioning at the surface of cells. This important role of the primary cilium in mammalian cells is in contrast with its absence from Drosophila melanogaster PCP establishment. Here, we show that deletion of GTP-binding protein alpha-i subunit 3 (Gαi3) and mammalian Partner of inscuteable (mPins) disrupts the migration of the kinocilium at the surface of cochlear hair cells and affects hair bundle orientation and shape. Inhibition of G-protein function in vitro leads to kinocilium migration defects, PCP phenotype and abnormal hair bundle morphology. We show that Gαi3/mPins are expressed in an apical and distal asymmetrical domain, which is opposite and complementary to an aPKC/Par-3/Par-6b expression domain, and non-overlapping with the core PCP protein Vangl2. Thus G-protein-dependent signalling controls the migration of the cilium cell autonomously, whereas core PCP signalling controls long-range tissue PCP.",2013,"Helen May-Simera, Bernd Nürnberg, Lutz Birnbaumer, Aysegul Gezer, Anne-Catherine Lhoumeau, Sandra Beer-Hammer, André Le Bivic, Mireille Montcouquiol, Jean-Paul Borg, Jerome Ezan, Ana Novakovic, Edwige Belotti, Nathalie Sans, Léa Lasvaux"
The ATPase domain of ISWI is an autonomous nucleosome remodeling machine,23202585,10.1038/nsmb.2457,"ISWI slides nucleosomes along DNA, enabling the structural changes of chromatin required for the regulated use of eukaryotic genomes. Prominent mechanistic models imply cooperation of the ISWI ATPase domain with a C-terminal DNA-binding function residing in the HAND-SANT-SLIDE (HSS) domain. Contrary to these models, we show by quantitative biochemical means that all fundamental aspects of nucleosome remodeling are contained within the compact ATPase module of Drosophila ISWI. This domain can independently associate with DNA and nucleosomes, which in turn activate ATP turnover by inducing a conformational change in the enzyme, and it can autonomously reposition nucleosomes. The role of the HSS domain is to increase the affinity and specificity for nucleosomes. Nucleosome-remodeling enzymes may thus have evolved directly from ancestral helicase-type motors, and peripheral domains have furnished regulatory capabilities that bias the remodeling reaction toward different structural outcomes.",2013,"Johanna Ludwigsen, Henrike Klinker, Peter B Becker, Felix Mueller-Planitz"
Identification of a critical region in the Drosophila ryanodine receptor that confers sensitivity to diamide insecticides,23806522,10.1016/j.ibmb.2013.06.006,"Anthranilic diamides, which include the new commercial insecticide, chlorantraniliprole, are an exciting new class of chemistry that target insect ryanodine receptors. These receptors regulate release of stored intracellular calcium and play a critical role in muscle contraction. As with insects, nematodes express ryanodine receptors and are sensitive to the plant alkaloid, ryanodine. However the plant parasitic nematode, Meloidogyne incognita, is insensitive to anthranilic diamides. Expression of a full-length Drosophila melanogaster ryanodine receptor in an insect cell line confers sensitivity to the receptor agents, caffeine and ryanodine along with nanomolar sensitivity to anthranilic diamides. Replacement of a 46 amino acid segment in a highly divergent region of the Drosophila C-terminus with that from Meloidogyne results in a functional RyR which lack sensitivity to diamide insecticides. These findings indicate that this region is critical to diamide sensitivity in insect ryanodine receptors. Furthermore, this region may contribute to our understanding of the differential selectivity diamides exhibit for insect over mammalian ryanodine receptors.",2013,"Johan Desaeger, Michel A Rivera, Lihong Wu, Steven Gutteridge, Matthew D Sacher, Yong Tao, Daniel F Rhoades, Eric A Benner, Daniel Cordova"
Modeling and analysis of repeat RNA toxicity in Drosophila,23719916,10.1007/978-1-62703-438-8_13,"Expansion of repeat sequences beyond a pathogenic threshold is the cause of a series of dominantly inherited neurodegenerative diseases that includes Huntington's disease, several spinocerebellar ataxias, and myotonic dystrophy types 1 and 2. Expansion of repeat sequences occurring in coding regions of various genes frequently produces an expanded polyglutamine tract that is thought to result in a toxic protein. However, in a number of diseases that present with similar clinical symptoms, the expansions occur in untranslated regions of the gene that cannot encode toxic peptide products. As expanded repeat-containing RNA is common to both translated and untranslated repeat expansion diseases, this repeat RNA is hypothesized as a potential common toxic agent.We have established Drosophila models for expanded repeat diseases in order to investigate the role of multiple candidate toxic agents and the potential molecular pathways that lead to pathogenesis. In this chapter we describe methods to identify candidate pathogenic pathways and their constituent steps. This includes establishing novel phenotypes using Drosophila and developing methods for using this system to screen for possible modifiers of pathology. Additionally, we describe a method for quantifying progressive neurodegeneration using a motor functional assay as well as small RNA profiling techniques, which are useful in identifying RNA intermediates of pathogenesis that can then be used to validate potential pathogenic pathways in humans.",2013,"C M Suter, S E Samaraweera, C L van Eyk, D T Humphreys, L V O'Keefe, R I Richards, K T Lawlor"
"Neuroprotective effect of aqueous extract of Selaginella delicatula as evidenced by abrogation of rotenone-induced motor deficits, oxidative dysfunctions, and neurotoxicity in mice",23868340,10.1007/s10571-013-9959-y,"Oxidative stress is one of the mechanisms implicated to play a significant role in the pathophysiology of Parkinson's disease. Previously, we showed that an aqueous extract of Selaginella delicatula (SDAE) offered robust neuroprotection against rotenone (ROT) in a Drosophila model. In furtherance in the present study, we validated the neuroprotective efficacy of SDAE in a chronic ROT exposure model in mice. Initially, we assessed the propensity of SDAE to modulate the levels of endogenous markers in striatal region of mice. Subsequently, the neuroprotective efficacy of SDAE (100 mg/kg bw, 21 d) to mitigate ROT-induced striatal motor deficits, oxidative stress, and neurotoxicity was examined employing a co-exposure paradigm. We found significant attenuation of ROT-induced motor deficits (stride length and landing foot spread distance) among mice given SDAE supplements. Biochemical analysis revealed that ROT-induced elevation in the levels of oxidative markers in cytosol/mitochondria of striatum were normalized with SDAE supplements. In addition, SDAE also restored the ROT-induced elevation in the levels of oxidized and nitrated proteins. Further, SDAE also restored the activities of acetylcholinesterase and butyrylcholinesterase indicating its effect on cholinergic function. While ROT exposure caused significant perturbations in the activity levels of mitochondrial electron transport chain enzymes (complex I/II), membrane potential and activity of ATPases, these functions were restored to normalcy among mice receiving SDAE suggesting its effects on mitochondrial function. Since these data corroborate our previous findings in Drosophila system, we propose that the neuroprotective property of SDAE may be largely attributed to the antioxidant properties and its ability to attenuate mitochondrial dysfunction. However, studies employing dopaminergic cell models would enable us to identify specific molecular mechanism, by which SDAE exerts neuroprotective action.",2013,"Girish Chandran, Muralidhara"
Inhalational anesthetic sevoflurane rescues retina function in Alzheimer's disease transgenic Drosophila,24117114,10.2174/15672050113106660165,"Alzheimer's disease (AD) is a neurodegenerative disease that is a great public health problem worldwide. The cause and mechanism of AD are not well understood. Inhalational anesthetics have been suggested to induce neurotoxicity, leading to memory deficits and the progression of AD. However, recent data have shown that inhalational anesthetics may protect against neurotoxicity and are not associated with an increased risk of AD. We used a Drosophila model to directly investigate the neurologic effects of the inhalational anesthetic sevoflurane on AD. Five- to six-day-old control and AD-transgenic flies were exposed to 2.1% or 3% sevoflurane 4 and 16 times for 1 hour each time. Electroretinograms (ERG), retinal immunohistochemistry, climbing ability, and survival were analyzed after sevoflurane treatment. The data were evaluated using Student's t-test or a one-way ANOVA with a supplementary Fisher's LSD (Least Significant Difference) test. Statistical significance was set at p<0.05. The ΔERG, climbing ability, and survival were lower in AD-transgenic flies. Exposure to 2.1% sevoflurane 4 and 16 times and to 3% sevoflurane 16 times rescued the ΔERG in AD-transgenic flies. Sevoflurane exposure did not attenuate the climbing ability or survival of control and AD-transgenic flies. The inhalational anesthetic sevoflurane might not have exerted neurotoxic effects on control and AD-transgenic flies; in fact, sevoflurane might confer selective neuroprotection on the retinal function of AD-transgenic flies. These results suggest the need for future studies to determine the potential effects of anesthetics on AD-associated neuroprotection or neurotoxicity.",2013,"Yu-Cheng Kuo, Chia-Wen Chen, Chi-Yuan Li, Yih-Shyuan Wu, Wei-Yong Lin, Kuen-Bao Chen, Hsin-Ping Liu"
FKBP14 is an essential gene that regulates Presenilin protein levels and Notch signaling in Drosophila,23318643,10.1242/dev.081356,"Presenilins were identified as causative factors in familial Alzheimer's disease and also play an essential role in Notch signaling during development. We previously identified FKBP14, a member of the family of FK506-binding proteins (FKBPs), as a modifier of Presenilin in Drosophila. FKBPs are highly conserved peptidyl-prolyl cis-trans isomerases that play integral roles in protein folding, assembly and trafficking. Although FKBPs have been implicated in a broad range of biological processes, they are non-essential in yeast and their role in the development of multicellular organisms remains unclear. We show that FKBP14 is an essential gene in Drosophila and that loss of FKBP14 gives rise to specific defects in eye, bristle and wing development. FKBP14 mutants genetically interact with components of the Notch pathway, indicating that these phenotypes are associated, at least in part, with dysregulation of Notch signaling. We show that whereas Notch trafficking to the membrane is unaffected in FKBP14 mutants, levels of Notch target genes are reduced, suggesting that FKBP14 acts downstream of Notch activation at the membrane. Consistent with this model, we find that Presenilin protein levels and γ-secretase activity are reduced in FKBP14 null mutants. Altogether, our data demonstrate that FKBP14 plays an essential role in development, one aspect of which includes regulating members of the Notch signaling pathway.",2013,"Diana L van de Hoef, Julia M Bonner, Gabrielle L Boulianne"
A single dopamine pathway underlies progressive locomotor deficits in a Drosophila model of Parkinson disease,24239353,10.1016/j.celrep.2013.10.032,"Expression of the human Parkinson-disease-associated protein α-synuclein in all Drosophila neurons induces progressive locomotor deficits. Here, we identify a group of 15 dopaminergic neurons per hemisphere in the anterior medial region of the brain whose disruption correlates with climbing impairments in this model. These neurons selectively innervate the horizontal β and β' lobes of the mushroom bodies, and their connections to the Kenyon cells are markedly reduced when they express α-synuclein. Using selective mushroom body drivers, we show that blocking or overstimulating neuronal activity in the β' lobe, but not the β or γ lobes, significantly inhibits negative geotaxis behavior. This suggests that modulation of the mushroom body β' lobes by this dopaminergic pathway is specifically required for an efficient control of startle-induced locomotion in flies.",2013,"Mélanie Jacquet, Thomas Riemensperger, Hélène Coulom, Marlène Cassar, Serge Birman, Mỹ-Vân Nguyễn, Abdul-Raouf Issa, Ulrike Pech, André Fiala"
Human mitochondrial disease-like symptoms caused by a reduced tRNA aminoacylation activity in flies,23677612,10.1093/nar/gkt402,"The translation of genes encoded in the mitochondrial genome requires specific machinery that functions in the organelle. Among the many mutations linked to human disease that affect mitochondrial translation, several are localized to nuclear genes coding for mitochondrial aminoacyl-transfer RNA synthetases. The molecular significance of these mutations is poorly understood, but it is expected to be similar to that of the mutations affecting mitochondrial transfer RNAs. To better understand the molecular features of diseases caused by these mutations, and to improve their diagnosis and therapeutics, we have constructed a Drosophila melanogaster model disrupting the mitochondrial seryl-tRNA synthetase by RNA interference. At the molecular level, the knockdown generates a reduction in transfer RNA serylation, which correlates with the severity of the phenotype observed. The silencing compromises viability, longevity, motility and tissue development. At the cellular level, the knockdown alters mitochondrial morphology, biogenesis and function, and induces lactic acidosis and reactive oxygen species accumulation. We report that administration of antioxidant compounds has a palliative effect of some of these phenotypes. In conclusion, the fly model generated in this work reproduces typical characteristics of pathologies caused by mutations in the mitochondrial aminoacylation system, and can be useful to assess therapeutic approaches.",2013,"Daria Picchioni, David Piñeyro, Lluís Ribas de Pouplana, Tanit Guitart"
The proto-oncogene int-1 encodes a secreted protein associated with the extracellular matrix,2158444,,"The proto-oncogene int-1 plays an important role in mammary tumorigenesis when activated by proviral insertions of the mouse mammary tumor virus. In normal mouse tissues the gene is expressed in the embryonic neural tube, suggesting a developmental function, while in Drosophila the homolog of int-1 is the segment polarity gene wingless. In order to study the protein products of int-1 we have derived fibroblast cell lines infected with multiple copies of a retroviral vector expressing int-1 cDNA. By Western blot analysis and immunoprecipitation we have identified a 44 kd form of int-1 protein which is secreted from these cells. The 44 kd species is distinct from the major intracellular forms of int-1 protein as judged by its slower mobility in SDS-polyacrylamide gels and by its longer half-life in pulse-chase experiments. Under normal growth conditions, little or none of the 44 kd protein is detectable in the cell culture medium but instead the majority is found associated with the extracellular matrix (ECM). The protein appears to bind heparin in vitro, suggesting that it might bind glycosaminoglycans in the ECM. These data support the view that int-1 protein may play a role in cell-cell communication over short distances.",1990,"R S Bradley, A M Brown"
Bidirectional incompatibility between conspecific populations of Drosophila simulans,2234083,10.1038/348178a0,"Cytoplasmic incompatibility (CI) describes the phenomenon whereby eggs fertilized by sperm from insects infected with a rickettsial endosymbiont fail to hatch. Unidirectional CI between conspecific populations of insects is a well documented phenomenon. Bidirectional CI has, however, only been described in mosquito populations, and recently between closely related species of parasitic wasps, where it is of interest as both an unusual form of reproductive isolation and as a potential means of insect population suppression. Here we report on the first known example of bidirectional CI between conspecific populations of Drosophila simulans. Further, we show that defects as early as the first cleavage division are associated with CI. This observation suggests that the cellular basis of CI involves disruption of processes before or during zygote formation and that CI arises from defects in the structure and/or function of the sperm during fertilization.",1990,"T L Karr, S L O'Neill"
Changes in thermodependence of the tyrosine transaminating activity in mitochondria of Drosophila melanogaster larvae due to environmental stress,1979544,10.1016/0020-711x(90)90306-n,"1. The form of Arrhenius plots of enzyme in mitochondria isolated from Drosophila melanogaster larvae exposed to heat shock, ethanol, or ethanol and heat shock, solubilized with charged detergents was analysed. 2. Heat shock and ethanol caused different changes in membrane microenvironment of the tyrosine transaminating activity, which found expression in different forms of Arrhenius plots, and different values of activation energy of enzyme. 3. The Arrhenius plots of the enzyme from mitochondria of larvae exposed both to ethanol and heat shock, solubilized with charged detergents, were similar to those observed for mitochondria from organisms exposed only to ethanol.",1990,D M Rzymkiewicz
Mechanisms of positional signalling in the developing eye of Drosophila studied by ectopic expression of sevenless and rough,1982113,10.1242/jcs.1990.supplement_13.15,"In the developing eye of Drosophila cell fate is controlled by a cascade of inductive interactions. Little is known about how the specificity of positional signalling is achieved such that directly adjacent progenitor cells reproducibly choose distinct developmental pathways. The determination of the R7 photoreceptor in each ommatidium depends on the presence of the sevenless protein which acts as a receptor for positional information on the R7 precursor. The rough gene encodes a homeodomain protein that plays an instructive role in the determination of the R3 and R4 photoreceptor cells. The use of ectopic expression of sevenless and rough has provided insight into the mechanisms of positional signalling and the normal function of rough. Ubiquitous expression of sevenless does not alter cell fate suggesting that the inducing signal is both spatially and temporally controlled. Conversely, ectopic expression of rough in the R7 precursor causes a transformation of R7 cells into R1-6 type cells. This indicates that rough acts, similar to other homeobox genes, as a selector gene that determines the fate of single cells.",1990,"K Basler, E Hafen"
Proteins that bind to Drosophila chorion cis-regulatory elements: a new C2H2 zinc finger protein and a C2C2 steroid receptor-like component,2120114,10.1101/gad.4.7.1128,"Gel mobility-shift assays have been used to identify proteins that bind specifically to the promoter region of the Drosophila s15 chorion gene. These proteins are present in nuclear extracts of ovarian follicles, the tissue where s15 is expressed during development, and bind to specific elements of the promoter that have been shown by transformation analysis to be important for in vivo expression. The DNA binding specificity has been used for molecular cloning of two components from expression cDNA libraries and for their tentative identification with specific DNA-binding proteins of the nuclear extracts. The mRNAs for both of these components, CF1 and CF2, are differentially enriched in the follicles. DNA sequence analysis suggests that both CF1 and CF2 are novel Drosophila transcription factors. CF2 is a member of the C2H2 family of zinc finger proteins, whereas CF1 is a member of the family of steroid hormone receptors. The putative DNA-binding domain of CF1 is highly similar to the corresponding domains of certain vertebrate hormone receptors and recognizes a region of DNA with similar, hyphenated palindromic sequences. The nature of CF1 raises the possibility of hormonal control of choriogenesis in Drosophila.",1990,"M J Shea, F C Kafatos, M J Conboy, D L King, B D Mariani"
Rat homologs of the Drosophila dunce gene code for cyclic AMP phosphodiesterases sensitive to rolipram and RO 20-1724,2153912,,"The dunce locus of Drosophila melanogaster codes for a low Km, cAMP phosphodiesterase. The correct function of this gene is required for normal learning and memory activity in flies, because dunce mutants fail in tests of behavioral conditioning. These observations have indicated that cAMP regulation is an important aspect of the biochemistry underlying learning and memory processes in insects. To determine whether the locus is functionally conserved in mammals, we have expressed dunce gene homologs from the rat in a yeast expression system. We find that the rat homologs encode low Km, cAMP phosphodiesterases similar to that coded for by the Drosophila dunce+ gene and, more importantly, that the mammalian enzymes are inhibited by rolipram and RO 20-1724, drugs with antidepressant properties. Surprisingly, the dunce-encoded phosphodiesterase was not inhibited by rolipram or RO 20-1724. These findings suggest that the phosphodiesterases, through their regulation of cAMP levels, influence learning and memory in insects and mood in mammals.",1990,"J Henkel-Tigges, R L Davis"
The heat shock protein hsp70 binds in vivo to subregions 2-48BC and 3-58D of the polytene chromosomes of Drosophila hydei,2265568,10.1007/BF01731718,"Multiple interactions of members of the hsp70 family with cellular components have already been described. We present, however, the first evidence that upon heat shock treatment hsp70 molecules interact with specific chromosomal subdivisions of the polytene chromosomes of Drosophila hydei. After a heat shock treatment of 20 min the protein binds to subdivision 3-58D1 and to the heat shock inducible subdivisions 2-48B3-6 and 2-48C1-2. Hsp70 molecules were also observed in subdivision 3-58D1 during recovery at 25 degrees C but not in subdivisions 2-48B3-6 and 2-48C1-2. Our data suggest that this interaction is stress specific. DNase and RNase experiments suggest, moreover, that the hsp70 molecules bind to RNA from ribonucleoproteins (RNPs) in subdivisions 2-48B3-6 and 2-48C1-2 and to DNA in subdivision 3-58D1. The DNA sequences in subdivision 3-58D1 seem to have the potential to adopt the Z-DNA conformation.",1990,"J M Requena, A Jimenez-Ruiz, E Laran, M C Lopez, C Alonso"
Proteolytic conversion of xanthine dehydrogenase from the NAD-dependent type to the O2-dependent type. Amino acid sequence of rat liver xanthine dehydrogenase and identification of the cleavage sites of the enzyme protein during irreversible conversion by trypsin,2387845,,"The primary structure of rat liver xanthine dehydrogenase (EC 1.1.1.204) was determined by sequence analysis of cDNA and purified enzyme. The enzyme consists of 1,319 amino acid residues with a calculated molecular mass of 145,034 Da, including initiation methionine, and is homologous to the previously reported Drosophila melanogaster enzyme (Lee, C. S., Curtis, D., McCarron, M., Love, C., Gray, M., Bender, W., and Chovnick, A. (1987) Genetics 116, 55-66; Keith, T. P., Riley, M. A., Kreitman, M., Lewontin, R. C., Curtis, D., and Chambers, G. (1987) Genetics 116, 67-73) with an identity of 52%. The enzyme exists originally as the NAD-dependent type in a freshly prepared sample. When the purified NAD-dependent type enzyme was digested with trypsin, it cleaved into three fragments with molecular masses of 20, 40, and 85 kDa and was irreversibly converted to the O2-dependent type. Comparison of the amino-terminal sequences of the three peptide fragments with the cDNA-deduced sequence reveals that the 20-, 40-, and 85-kDa peptide fragments correspond residues to 1-184, 185-539, and 540-1319 of the enzyme, respectively. Comparison of the 5'-p-fluorosulfonylbenzoyladenosine-labeled peptide sequence of the chicken enzyme (Nishino, T., and Nishino, T. (1989) J. Biol. Chem. 264, 5468-5473) reveals that the NAD binding site is associated with the 40-kDa fragment portion of the enzyme. Hydropathy analysis around the cysteine residues suggests that the 2Fe/2S sites are associated with the 20-kDa fragment portion of the enzyme.",1990,"K Noda, M Sato, Y Amaya, T Nishino, K Yamazaki"
Changes in boron concentration during development and ageing of Drosophila and effect of dietary boron on life span,2325439,10.1016/0047-6374(90)90029-f,Total boron concentrations in Drosophila changed during development and ageing. The highest concentration of boron was found during the egg stage followed by a decline during the larval stages. Newly emerged flies contained 35.5 ppm boron. During the adult stage the boron concentration increased by 52% by 9 weeks of age. Adding excess dietary boron during the adult stage decreased the median life span by 69% at 0.01 M sodium borate and by 21% at 0.001 M sodium borate. Lower concentrations gave small but significant increases in life span. Supplementing a very low boron diet with 0.00025 M sodium borate improved life span by 9.5%. The boron contents of young and old mouse tissues were similar to those of Drosophila and human samples. We conclude that moderate levels of dietary boron may have a general protective effect in biological systems. The mechanism of this effect at present remains unknown.,1990,"V R Aiello, S M Sternick, S J Whitney, H R Massie"
Genetic suppression of mutations in the Drosophila abl proto-oncogene homolog,2188361,10.1126/science.2188361,"The Drosophila abelson (abl) gene encodes the homolog of the mammalian c-abl cytoplasmic tyrosine kinase and is an essential gene for the development of viable adult flies. Three second-site mutations that suppress the lethality caused by the absence of abl function have been isolated, and all three map to the gene enabled (ena). The mutations are recessive embryonic lethal mutations but act as dominant mutations to compensate for the neural defects of abl mutants. Thus, mutations in a specific gene can compensate for the absence of a tyrosine kinase.",1990,"F B Gertler, J S Doctor, F M Hoffmann"
Synthesis of two Drosophila male accessory gland proteins and their fate after transfer to the female during mating,2257979,10.1016/0012-1606(90)90368-s,"The male accessory gland of Drosophila is an adult secretory tissue which contributes many products to the male ejaculatory fluid. The secretions of the accessory gland affect the behavior and physiology of the female fly after mating, reducing her receptivity to courtship and stimulating egg production and oviposition. We have examined the developmental and mating-stimulated expression of two accessory gland proteins in the male and their transfer to and fates in the mated female. One of these proteins, msP 355a, has features of a prohormone and contains a region with amino acid sequence similarity to the egg-laying hormone of Aplysia; the other, msP 355b, is a small acidic protein. Both proteins are first detected in the accessory gland only after eclosion, although their transcripts are already present in late pupae. Both proteins are initially detected in the two morphologically distinct secretory cell types of the accessory gland, the main cells, and the secondary cells. In the glands of aged virgin males, they are only detected in the large vesicles of the secondary cells and in the lumen of the gland. Copulation results in an increase in the mRNAs for both proteins, as well as renewed translation of the proteins at least in the main cells. Both proteins are transferred to the female genital tract during copulation, and rapidly enter the female hemolymph. msP 355a is subject to rapid and specific cleavage within the female genital tract, but not in the hemolymph; msP 355b is not cleaved in either the female genital tract or the hemolymph.",1990,"S A Monsma, H A Harada, M F Wolfner"
Nucleotide sequence of circular DNA molecules homologous to the 240 bp tandem repeats of the intergenic spacer of Drosophila melanogaster ribosomal DNA,2124511,10.1016/0248-4900(90)90330-6,We have determined the nucleotide sequence of ten 240 bp repeated sequences of the DNA intergenic spacer present in circular DNA molecules purified from D melanogaster embryos. No significant difference was found with the sequence of the chromosomal units. This suggests that most of the circular molecules homologous to the 240 bp repeats are generated by homologous recombination between adjacent chromosomal units.,1990,"G Picard, F Degroote, S Renault"
"Establishment of the Deformed expression stripe requires the combinatorial action of coordinate, gap and pair-rule proteins",2323337,,"In Drosophila embryos, anterior-posterior positional identities are set and maintained by the expression boundaries of homeotic selector genes. The establishment of the initial expression boundaries of the homeotic genes are in turn dependent on earlier acting patterning genes of Drosophila. To define the combinations of early genes that are required to establish a unique blastoderm stripe of expression of the homeotic gene Deformed, we have analysed single and double patterning mutants and heat shock promoter fusion constructs that ectopically express early acting regulators. We find that the activation of Deformed is dependent on combinatorial input from at least three levels of the early hierarchy. The simplest activation code sufficient to establish Deformed expression, given the absence of negative regulators such as fushi-tarazu, consists of a moderate level of expression from the coordinate gene bicoid, in combination with expression from both the gap gene hunchback, and the pair-rule gene even-skipped. In addition, the activation code for Deformed is redundant; other pair-rule genes in addition to even-skipped can apparently act in combination with bicoid and hunchback to activate Deformed.",1990,"W McGinnis, T Jack"
Purification and characterization of DNA ligase II from Drosophila melanogaster,2120058,10.1111/j.1432-1033.1990.tb19284.x,"Drosophila melanogaster contains DNA ligases I and II. The activity of DNA ligase I is especially high during early embryonic periods, but decreases rapidly afterwards. Although the activity of DNA ligase II is low, it persists throughout all developmental stages. The specific activity of DNA ligase II is high in embryos, but the total activity per body mass was highest in pupae. To characterize the properties of DNA ligase II further and to clarify its differences from DNA ligase I, DNA ligase II was prepared from pupae of D. melanogaster. The enzyme was purified about 3200-fold by ammonium sulfate fractionation (40-70% saturation), phosphocellulose (P11) and Ultrogel column chromatography. Some of the properties have been reported previously. The isoelectric point of DNA ligase II was 6.4 while those of DNA ligase I were 4.9 and 5.8. The optimum pH of DNA ligase II was 7.8-8.1 but 8.0-8.5 for DNA ligase I. The molecular masses of DNA ligase II adducts with AMP were determined as 90 and 70 kDa. These adducts were degraded to 42 and 14.4 kDa by trypsin digestion. For preparation of monoclonal antibodies, a mouse was immunized with the purified enzyme. Two clones, 10-6 and 3-3 IgM, were obtained and purified from mouse ascites. These antibodies showed both binding and neutralizing activities toward DNA ligase II from D. melanogaster, but did not react with DNA ligase I from the same origin. These results showed clearly that DNA ligases I and II have different properties and suggest they have different roles during the developmental stages of D. melanogaster.",1990,"M Takahashi, K Tomizawa"
Promoter melting and TFIID complexes on Drosophila genes in vivo,1427079,10.1101/gad.6.11.2190,"In vivo UV cross-linking and nuclear transcriptional run-on experiments have shown that a number of Drosophila genes possess an elongationally paused RNA polymerase on their 5' ends. Here, we examine in vivo promoters that do and do not possess paused polymerases using the single-stranded DNA-probing reagent KMnO4. Melted DNA helices are found associated with the pause site of the uninduced hsp70 and hsp26 heat shock genes and the constitutively expressed beta-1 tubulin gene. The histone H1 and H2B genes, which lack a paused polymerase, have no comparable region of melted DNA. Melting at the pause site persists upon heat shock induction of the hsp70 and hsp26 genes, indicating that pausing continues after gene activation. Interestingly, activation triggers additional melting, both at the start site (in the region where open complexes would be expected to form) and downstream of the uninduced pause site. In the course of our studies, we discovered that some T residues of the TATA box were protected from KMnO4 modification in both induced and uninduced cells. This protection appears to be a consequence of TFIID binding, as a similar protection pattern could be produced in vitro with purified protein.",1992,"J T Lis, M Pérez-Riba, C Giardina"
"Isolation, purification and partial characterization of tropomyosin and troponin subunits from the lobster tail muscle",1491069,10.1007/BF01738250,"In a search for an invertebrate muscle from which the muscle regulatory proteins could be obtained in a great quantity and at high homogeneity, the regulatory proteins, tropomyosin (Tm) and three subunits of troponin (Tn), have been isolated from the lobster tail muscle, purified and partially characterized. The calcium-sensitive ATPase of lobster myofibril was restored when purified lobster Tm and lobster Tn were added to actin. Quantitative SDS-polyacrylamide gel electrophoresis showed that the lobster muscle contains actin, Tm, Tn with a molar ratio 7:1:1 and that lobster Tn consists of three subunits, one of each I, C and T. Each subunit was identified according to its effect on the acto-S1 ATPase rate. The isomer composition in each fraction of purified Tn subunit and in Tm are different from the rabbit skeletal muscle proteins; Tm consists of a single species of polypeptide of M(r) 38,000; the TnT fraction appears to be homogeneous with M(r) 43,000; the TnI fraction contains five isomers, all showing similar isoelectric pH, differing in M(r) in the range from 28,000 to 31,000; two TnC fractions contain three isomers in total with a range of M(r) from 18,500 to 19,000. Further study of the lobster Tm elucidated that digestion by carboxypeptidase A gave rise to a homogeneous preparation of truncated and non-polymerizable Tm which is devoid of 11 residues at the C-terminus of the molecule. The C-terminal amino acid sequence of 11 residues is homologous to the thoracic isomer generated from Drosophila melanogaster Tm-I gene. The present study indicated that, despite heterogeneities owing to the occurrence of isomers, the lobster regulatory proteins serve as an invertebrate source of the proteins for structural and biophysical studies, alternative to vertebrate counterparts.",1992,"T Kobayashi, A Miegel, Y Maéda"
